English,Manx
"7 In God is my health and my glory : the rocke of my might, and in God is my trust.","7 Ayns Jee ta my lhaynt as my ghloyr: creg my niart, as ayns Jee ta my hreishteil."
"8 O put your trust in him alway (yee people :) powre out your hearts before him, for God is our hope.","8 O cur‐jee nyn marrant er dy-kinjagh, shiuish phobble: deayrt‐jee magh nyn greeaghyn kiongoyrt rish; son ta Jee nyn dreishteil."
"9 As for the children of men, they are but vaine: the children of men are deceitful upon the weights, they are altogether lighter then vanitie it selfe.","9 Er son cloan gheiney, cha vel ad agh fardail: ta cloan gheiney molteyragh er ny meihaghyn, t’ad ooilley-cooidjagh ny s’eddrym na fardailys hene."
vaine] 1662 vanity,
"10 O trust not in wrong and robbery, give not your selves unto vanitie : if riches increase, set not your heart upon them.","10 O ny treisht‐jee ayns aggair as roosteyrys; ny cur‐jee shiu hene seose gys molteyrys; my ta berchys bishaghey, ny soie‐jee nyn gree orroo."
"11 God spake once and twise : I have also heard the same, that power belongeth unto God;","11 Loayr Jee un cheayrt, as daa cheayrt ta mish er chlashtyn y lheid cheddin: dy vel pooar bentyn gys Jee;"
once and twise : I have] 1662 once : and twice I have,
12 And that thou Lord art mercifull : for thou rewardest every man according to his worke.,"12 As dy vel uss, Hiarn, myghinagh: son t’ow cooilleeney dy-chooilley ghooinney cordail rish e obbyr."
,
,
Deus Deus meus. Psal. 63. ,"Psal. 63. Deus, deus meus."
"O God, thou art my God : earely will I seeke thee.","1 O Yee, uss my Yee: dy moghey nee’m dty hirrey."
"2 My soule thirsteth for thee, my flesh also longeth after thee : in a barren and dry land, where no water is.","2 Ta m’annym pa-agh er dty hon, ta m’eill myrgeddin goaill foddiaght dty yeï: ayns thalloo gennish as chirrym raad nagh vel veg yn ushtey."
3 Thus have I looked for thee in holinesse : that I might behold thy power and glory.,3 Myr shoh ta mee er yeeaghyn er dty hon ayns casherickys: dy voddin dty phooar as dty ghloyr y akin.
4 For thy loving kindnesse is better then the life it selfe : my lips shall praise thee.,4 Son ta dty chenjallys‐ghraihagh ny share n’yn vioys hene: nee my veillyn oo y voylley.
"5 As long as I live, wil I magnifie thee on this manner : and lift up my hands in thy Name.",5 Choud’s vee’m bio ver‐ym ard‐voylley dhyt er yn aght shoh: as trogg‐ym seose my laueyn ayns dt’ Ennym.
6 My soule shall be satisfied even as it were with marow and fatnesse : when my mouth praiseth thee with joyfull lips.,"6 Bee m’annym er ny yannoo magh, dy-jarroo myr dy beagh eh lesh smuir as meeaylys: tra ta my veeall dy dty voylley lesh meillyn gerjoil."
7 Have I not remembred thee in my bed : and thought upon thee when I was waking?,7 Nagh vel mee er chooinaghtyn orts ayns my lhiabbee: as er smooinaghtyn ort tra va mee doostey?
8 Because thou hast bene my helper : therefore under the shadow of thy wings will I rejoyce.,8 Er‐yn‐oyr dy vel oo er ve m’er‐coonee: shen‐y‐fa fo scaa dty skainyn goym boggey.
9 My soule hangeth upon thee : thy right hand hath upholden me.,9 Ta m’annym lhiantyn hoods: ta dty laue yesh er my chummal seose.
10 These also that seeke the hurt of my soule : they shall goe under the earth.,10 Ad shoh myrgeddin ta shirrey aggair m’annym: hed ad fo’n thalloo.
11 Let them fall upon the edge of the sword : that they may be a portion for Foxes.,11 Lhig daue tuittym er foyr y chliwe: dy vod ad ve son beaghey da shynnee.
"12 But the King shall rejoyce in God; all they also that sweare by him, shall bee commended : for the mouth of them that speak lies, shall be stopped.","12 Agh gow‐ee yn Ree boggey ayns Jee; adsyn ooilley myrgeddin ta lhoo biallys dasyn, vees er nyn moylley: son bee yn beeall ocsyn ta loayrt breagyn er ny yeigh."
,
,
Exaudi Deus. Psal. 64. ,"Psal. 64. Exaudi, Deus."
"Hear my voyce, O God, in my prayer : preserve my life from feare of the enemie.","1 Clasht rish my choraa, O Yee, ayns my phadjer: freill my vioys veih aggle y noid."
2 Hide mee from the gathering together of the froward : and from the insurrection of wicked doers;,2 Follee mee veih chaglym cooidjagh ny mee‐viallee: as veih irree‐magh ny drogh-yantee;
,
"3 Which have whet their tongue like a sword : and shoot out their arrowes, even bitter words;","3 T’er shlieeu nyn jengey myr cliwe: as ta lhiggey nyn sideyn, dy-jarroo goan sharroo;"
Which have] 1662 Who have,
"4 That they may privily shoote at him that is perfect : suddenly doe they hit him, and feare not.","4 Dy vod ad dy-follit lhiggey ersyn ta firrinagh: t’ad dy woalley eh doaltattym, as cha vel aggle orroo."
5 They courage themselves in mischiefe : and commune among themselves how they may lay snares; and say that no man shall see them.,"5 T’ad jannoo ad hene daaney ayns olkys: as cur nyn goyrle dy-cheïley, kys oddys ad ribbaghyn y hoiaghey; as gra, nagh vaik dooinney erbee ad."
courage] 1662 incourage,
"6 They imagine wickednesse and practise it : that they keepe secret among themselves, every man in the deepe of his heart.","6 T’ad smooinaghtyn dy-dowin er olkys, as dy chliaghtey eh: shen t’ad dy reayll follit eddyr ad hene, dy-chooilley ghooinney ayns diunid e chree."
7 But God shall suddenly shoot at them with a swift arrow : that they shall be wounded.,7 Agh nee Jee lhiggey doaltattym orroo lesh side leah: dy bee ad lhottit.
,"side leah] 1769, 1777 side; bee ad lhottit] 1769, 1777 bee ad dy leah lhottit"
"8 Yea their owne tongues shall make them fall : in so much that who so seeth them, shall laugh them to scorne.","8 Dy-feer, ver nyn jengaghyn hene orroo tuittym: ayns wheesh as dy jean adsyn ta fakin ad, garaghtee as craid y yannoo jeu."
"9 And all men that see it, shall say, This hath God done : for they shall perceive that it is his worke.","9 As jirr dy-chooilley ghooinney hee eh, She Jee t’er n’yannoo shoh: son ver ad tastey dy nee eh yn obbyr echeysyn."
"10 The righteous shall rejoyce in the Lord, and put his trust in him : and all they that are true of heart, shall be glad.","10 Gow-ee yn dooinney cairagh boggey ayns y Chiarn, as ver eh e hreishteil ayn: as nee adsyn ooilley ta firrinagh ayns cree, boggey ’ghoaill."
,
The xii. day.,The 12. day.
Evening prayer.,EVENING PRAYER.
Te decet hymnus. Psal. 65.,Psal. 65. Te decet hymnus.
"Thou, O God, art praised in Sion : and unto thee shall the vowe bee performed in Hierusalem.","1 T’ow uss, O Yee, er ny voylley ayns Sion: as dhyts vees y breearrey er ny chooilleeney ayns Jerusalem."
2 Thou that hearest the prayer : unto thee shall all flesh come.,2 Uss ta clashtyn y phadjer: hoods nee dy-chooilley eill cheet.
3 My misdeedes prevaile against me : oh be thou mercifull unto our sinnes.,3 Ta my ghrogh‐yannoo geddyn y varriaght orrym: O bee uss myghinagh da nyn beccaghyn.
"4 Blessed is the man whom thou choosest and receivest unto thee : hee shall dwell in thy Court, and shall bee satisfied with the pleasures of thy house, even of thy holy Temple.","4 Bannit ta’n dooinney t’ow uss dy reih, as dy ghoaill hood hene: nee eh vaghey ayns dty chooyrt, as bee eh jeant magh lesh eunyssyn dty hie, dy-jarroo dy dty hiamble casherick."
," chooyrt] 1765, 1769, 1777 choort"
"5 Thou shalt shewe us wonderfull things in thy righteousnesse, O God of our salvation : thou that art the hope of all the ends of the earth, and of them that remaine in the broad sea.","5 Nee oo jeeaghyn dooin reddyn yindyssagh ayns dty chairys, O Yee nyn Saualtys: uss ta sauchys ooilley khing y theihll, as dauesyn ta cummal er y faarkey lhean."
,
6 Which in his strength setteth fast the mountaines: and is girded about with power.,6 Ta ayns e niart soiaghey ny sleïtyn dy-shickyr: as t’er ny chomm’rey lesh pooar.
Which] 1662 Who,
"7 Who stilleth the raging of the sea : and the noyse of his waves, and the madnesse of his people.","7 Ta kuinaghey sterrym ny marrey: as feiyr ny tonnyn echey, as mee‐reilltys y pobble."
Which] 1662 Who; his people] 1662 the people,
"8 They also that dwell in the uttermost partes of the earth, shall be afraid at thy tokens : thou that makest the outgoings of the morning and evening to praise thee.","8 Adsyn myrgeddin ta vaghey ayns ny ayrnyn sodjey magh jeh’n seihll, vees agglagh roish dty chowraghyn: uss ta cur er immeeaght [coorse] y voghrey as yn astyr dy chur dhyt moylley."
,
"9 Thou visitest the earth, and blessest it : thou makest it very plenteous.","9 T’ow cheet dy yeeaghyn y thalloo, as dy vannaghey eh: t’ow jannoo eh feer vessoil."
,"cheet dy yeeaghyn y thalloo] 1769, 1777 jeeaghyn er y thalloo"
"10 The river of God is full of water : thou preparest their corne, for so thou providest for the earth.",10 Ta awin Yee laane dy ushtey: t’ow cur er yn arroo oc bishaghey; son myr shoh t’ow kiarail son y seihll.
"11 Thou waterest her furrowes, thou sendest raine into the little valleyes thereof : thou makest it soft with the drops of raine, and blessest the increase of it.","11 T’ow gushtaghey ny creaghyn eck, t’ow cur fliaghey neose er ny coanyn beggey eck: t’ow boggaghey ee lesh ny bineyn dy ’liaghey, as bannaghey yn mess eck."
12 Thou crownest the yeere with thy goodnes : and thy cloudes drop fatnesse.,12 T’ow coamrey yn vleïn lesh dty vieys: as ta dty vodjallyn shilley neose meeaylys.
,
13 They shall droppe upon the dwellings of the wildernesse : and the little hilles shall rejoyce on every side.,"13 Nee ad shilley neose er cummallyn yn aasagh, as gow-ee ny croink veggey boggey er dagh cheu."
"14 The folds shall be full of sheepe : the valleys also shall stand so thicke with corne, that they shall laugh and sing.","14 Bee ny bwoailchyn laane dy chirree: nee ny coanyn myrgeddin shassoo cha chiu lesh arroo, dy jean ad gearey as goaill arrane."
,
,
Iubilate Deo. Psal. 66.,Psal. 66. Jubilate Deo.
"O be joyfull in God all ye lands : sing praises unto the honour of his Name, make his praise to be glorious.","1 O bee‐jee gerjoil ayns Jee, ooilley shiuish cheeraghyn: gow‐jee arraneyn‐moyllee gys onnor e Ennym; cur‐jee er e voylley dy ve gloyroil."
"2 Say unto God, O how wonderful art thou in thy workes : through the greatnes of thy power shall thine enemies be found lyars unto thee.","2 Abbyr‐jee rish Jee, O cre cha yindyssagh as t’ow ayns dt’obbraghyn: trooid mooads dty phooar vees dty noidyn er nyn gheddyn nyn mreageryn ayns dt’enish."
"3 For all the world shall worship thee : sing to thee, and praise thy Name.","3 Son nee ooilley yn seihll ooashley ’chur dhyt: goaill arrane jeed, as moylley dt’ Ennym."
"sing to thee] 1581, 1636, 1660, 1662 sing of thee",
"4 O come hither, and behold the workes of God : how wonderfull he is in his doing toward the children of men.","4 O tar‐jee ayns shoh, as cur‐jee tastey da obbraghyn Yee: cre cha yindyssagh as t’eh ayns e yannoo gys cloan gheiney!"
5 He turned the sea into drie land : so that they went thorow the water on foote; there did we rejoyce thereof.,5 Hyndaa eh yn faarkey gys thalloo chirrym: myr shen dy jagh ad trooid yn ushtey rish nyn gosh; ayns shen ghow shin boggey jeh.
,"gosh] 1765, 1769 ghosh"
"6 He ruleth with his power for ever; his eyes behold the people : and such as will not beleeve, shall not be able to exalt themselves.","6 T’eh reill lesh e phooar son dy-bragh; ta e hooillyn cur tastey da’n pobble: as ny lheid as nagh jean credjal, cha bee abyl ad hene y hoiaghey seose."
7 O praise our God (ye people :) and make the voyce of his praise to be heard;,"7 O cur‐jee moylley da’n Jee ain, shiuish phobble: as cur‐jee er coraa e voylley dy ve er ny chlashtyn;"
8 Which holdeth our soule in life : and suffereth not our feete to slip.,"8 Ta freayll yn annym ain ayns bioys: as nagh vel lhiggey da nyn gassyn dy skyrraghtyn,"
Which] 1662 Who,
"9 For thou (O God) hast proved us : thou also hast tried us, like as silver is tried.","9 Son t’ow uss, O Yee, er phrowal shin: t’ow myrgeddin er hrial shin, myr ta argid er ny hrial."
10 Thou broughtest us into the snare : and layedst trouble upon our loynes.,10 Hug oo lhiat shin ayns y ribbeh: as hug oo seaghyn er nyn meeaghyn.
"11 Thou sufferedst men to ride over our heads : we went through fire and water, and thou broughtest us out into a wealthy place.","11 Lhig oo da deiney dy varkiagh harrish nyn ghing: hie shin trooid aile as ushtey, as hug oo lhiat shin magh gys ynnyd berchagh."
"12 I wil go into thy house with burnt offrings: and wil pay thee my vowes which I promised with my lips, & spake with my mouth when I was in trouble.","12 Hem stiagh gys dty hie lesh chebballyn‐losht: as eeck-ym dhyt my vreearaghyn, yiall mee lesh my veillyn, as loayr mee lesh my veeall, tra va mee ayns seaghyn."
"13 I wil offer unto thee fat burnt sacrifices, with the incense of rammes : I will offer bullocks and goats.","13 Chebb‐yms dhyt ourallyn‐losht roauyrey, marish oural millish reaghyn: chebb‐ym dew as goair."
"14 O come hither, and hearken all ye that feare God : and I wil tell you what he hath done for my soule.","14 O tar‐jee ayns shoh, as eaisht‐jee, ooilley shiuish ta goaill aggle roish Jee: as insh-ym diu cre t’eh er n’yannoo son m’annym."
15 I called unto him with my mouth : and gave him praises with my tongue.,15 Deïe mee er lesh my veeall: as hug mee moylley da lesh my hengey.
16 If I incline unto wickednes with my heart : the Lord will not heare me.,16 My ta my chree goaill taitnys ayns mee‐chairys: cha jean y Chiarn m’y chlashtyn.
17 But God hath heard mee : and considered the voyce of my prayer.,17 Agh ta Jee er my chlashtyn: as er choyrt tastey da coraa my phadjer.
"18 Praised bee God, which hath not cast out my prayer : nor turned his mercie from me.","18 Moylley dy row gys Jee, nagh vel er hoiaghey beg jeh my phadjer: ny er hyndaa e vyghin voym."
which] 1662 who,
,
,
Deus misereatur. Psal. 67.,Psal. 67. Deus misereatur.
"God be mercifull unto us, and blesse us : and shew us the light of his countenance, and be mercifull unto us:","1 Dy row Jee myghinagh dooin, as dy bannee eh shin: as soilshey e eddin y yeeaghyn dooin, as dy row eh myghinagh dooin."
2 That thy way may be knowen upon earth : thy saving health among all nations.,2 Dy vod enney v’er ny choyrt er dty raad er y thalloo: dty haualtys anmey mastey dy-chooilley ashoon.
"3 Let the people praise thee, O God : yea, let all the people praise thee.","3 Lhig da’n pobble uss y voylley, O Yee: dy-jarroo lhig da ooilley’n pobble moylley ’choyrt dhyt."
"4 O let the nations rejoyce & be glad, for thou shalt judge the folke righteously : and governe the nations upon earth.","4 O lhig da ny ashoonyn boggey ’ghoaill as ve gennal: son nee uss y pobble y vriwnys dy-cairal, as ny ashoonyn y reill er y thalloo."
"be glad, ... righteously : and] 1636, 1660, 1662 be glad : ... righteously, and",
"5 Let the people praise thee, O God : let all the people praise thee.","5 Lhig da’n pobble uss y voylley, O Yee: dy-jarroo lhig da ooilley’n pobble moylley ’choyrt dhyt."
"6 Then shall the earth bring foorth her increase : and God, even our owne God, shall give us his blessing.","6 Eisht nee’n thalloo cur magh e bishaghey: as nee Jee, dy-jarroo yn Jee ain, e vannaght y choyrt dooin."
,"e bishaghey] 1765, 1769 y bishaghey"
7 God shall blesse us : and all the ends of the world shall feare him.,7 Nee Jee shin y vannaghey: as nee dy-chooilley chione jeh’n seihll aggle y ghoaill roish.
,"chione] 1769, 1777 ard"
,
The xiii. day.,The 13. day.
Morning prayer.,MORNING PRAYER.
Exurgat Deus. Psal. 68. ,Psal. 68. Exurgat Deus.
"Let God arise, and let his enemies bee scattered : let them also that hate him, flee before him.","1 Lhig da Jee girree seose, as lhig da e noidyn v’er nyn skeayley: lhig dauesyn myrgeddin ta dwoaie oc er, roie er-chea roïshyn."
"2 Like as the smoke vanisheth, so shalt thou drive them away : and like as waxe melteth at the fire, so let the ungodly perish at the presence of God.","2 ’Naght myr ta’n jaagh goll ass nyn shilley, myr shen nee oo gimman ad ersooyl: as myr ta kere lheïe rish yn aile, myr shen lhig da’n vee‐chrauee cherraghtyn ec kionfenish Yee."
,"’Naght myr] 1769, 1777 Myr, 1819 ’Naght myr"
3 But let the righteous be glad and rejoyce before God : let them also be merie and joyfull.,"3 Agh lhig da’n vooinjer chairagh ve gerjoil, as boggey ’ghoaill kiongoyrt rish Jee: lhig daue myrgeddin ve gennal as laane dy voggey."
"4 O sing unto God, and sing praises unto his Name : magnifie him that rideth upon the heavens as it were upon an horse; praise him in his Name, yea, and rejoyce before him.","4 O gow‐jee arrane gys Jee, as arraneyn‐moyllee gys e Ennym: cur‐jee ard‐voylley dasyn ta markiagh er ny niaughyn, myr er cabbyl; cur‐jee moylley da ayns e Ennym Jah, as gow‐jee boggey kiongoyrt rish."
"Name, yea,] 1703 Name, Jah",
"5 He is a father of the fatherlesse, and defendeth the cause of the widowes : even God in his holy habitation.","5 Eshyn Ayr yn chloan gyn ayr, ta fendeil cooish ny mraane-treoghe: dy-jarroo Jee ayns e ynnyd‐vaghee casherick."
"6 He is the God that maketh men to bee of one minde in an house, and bringeth the prisoners out of captivitie : but letteth the runnagates continue in scarcenesse.","6 Eshyn y Jee ta cur er deiney dy ve jeh un aigney ayns thie, as ta cur lesh ny pryssoonee magh ass cappeeys: agh lhiggey da ny wagaanee tannaghtyn ayns genney."
,wagaanee] 1819 wagaantee
"7 O God, when thou wentest foorth before the people : when thou wentest thorow the wildernesse;","7 O Yee, tra hie uss magh roish y pobble: tra hie oo rowe trooid yn aasagh,"
"8 The earth shooke, and the heavens dropped at the presence of God : even as Sinai also was mooved at the presence of God, which is the God of Israel.","8 Chrie yn thalloo, as ren ny niaughyn shilley ec kionfenish Yee: myr va Sinai myrgeddin er ny chraa ec fenish Yee, eh ta Jee Israel."
which is] 1662 who is,
"9 Thou, O God, sentest a gracious raine upon thine inheritance : and refreshedst it when it was wearie.","9 Hug uss, O Yee, fliaghey graysoil er dt’eiraght: as dooiree oo eh tra ve tooillit."
"10 Thy Congregation shall dwell therein : for thou, O God, hast of thy goodnesse prepared for the poore.","10 Nee dty hioltane cummal ayn: son t’ow uss, O Yee, jeh dty vieys er chiarail son ny boghtyn."
11 The Lord gave the word : great was the company of the Preachers.,11 Ren y Chiarn yn fockle y choyrt: smooar va sheshaght ny preachooryn.
12 Kings with their armies did flee and were discomfited : and they of the houshold divided the spoile.,"12 Ren reeaghyn lesh nyn sheshaghtyn-caggee roih er‐chea, as v’ad er nyn goyrt fo-chosh: as adsyn jeh’n lught‐thie rheynn ad y spooilley."
"13 Though ye have lien among the pots, yet shall ye bee as the wings of a Dove : that is covered with silver wings, and her feathers like gold.","13 Ga dy vel shiu er ve ny lhie mastey ny pooiyt, foast vees shiu myr skainyn calmane: ta coodit lesh skainyn argid, as ny fedjagyn eck goll‐rish airh."
14 When the Almightie scattered Kings for their sake : then were they as white as snow in Salmon.,14 Tra ren yn Ooilley‐niartal reeaghyn y skeayley er y choontey ocsyn: eisht v’ad cha gial as sniaghtey ayns Salmon.
"15 As the hill of Basan, so is Gods hill : even an high hill, as the hill of Basan.","15 Myr ta cronk Vasan, myr shen ta cronk Yee: dy-jarroo cronk ard, myr cronk Vasan."
"16 Why hop ye so ye high hils? this is Gods hill, in the which it pleaseth him to dwell : yea, the Lord will abide in it for ever.","16 Cre’n‐fa ta shiu lieme myr shen, shiuish chroink ard? shoh cronk Yee, ayn s’gooidsave lesh dy chummal: dy-jarroo, nee yn Chiarn tannaghtyn ayn son dy-bragh."
,
"17 The charets of God are twenty thousand, even thousands of Angels : and the Lord is among them, as in the holy place of Sinai.","17 Ta fainee Yee feed thousane, dy-jarroo thousaneyn dy ainlyn: as ta’n Chiarn ny mast’ oc, myr ayns ynnyd casherick Sinai."
,
"18 Thou art gone up on high, thou hast led captivitie captive, and received gifts for men : yea, even for thine enemies, that the Lord God might dwell among them.","18 T’ow er n’gholl seose er yn yrjid, t’ow er leeideil cappeeys ayns bondiaght, as er gheddyn giootyn son deiney: dy-jarroo, son dt’eer noidyn, dy voddagh y Chiarn Jee cummal ny mast’ oc."
,
"19 Praised bee the Lord dayly : even the God which helpeth us, and powreth his benefits upon us.","19 Moylley dy row gys y Chiarn gagh‐laa: dy-jarroo yn Jee ta cooney lhien, as deayrtey e hoyrtyssyn orrin."
which] 1662 who,
"20 He is our God, even the God of whom commeth salvation : God is the Lord, by whom we escape death.","20 Eshyn y Jee ain, dy-jarroo yn Jee veih ta cheet nyn saualtys: Jee yn Chiarn, liorishyn ta shin shiaghney baase."
,"liorishyn] 1777 liorish, 1819 liorishyn"
21 God shall wound the head of his enemies : and the hairie scalpe of such a one as goeth on still in his wickednesse.,21 Nee Jee broo kione e noidyn: as claigin renaigagh lheid y fer as ta goll kinjagh er e hoshiaght ayns e vee‐chraueeaght.
"22 The Lord hath said, I will bring my people againe, as I did from Basan : mine owne will I bring againe, as I did sometime from the deepe of the Sea.","22 Ta’n Chiarn er ghra, Ver‐yms lhiam my phobble reesht, myr ren mee veih Basan: my vooinjer hene ver‐ym lhiam reesht myr ren mee keayrt dy-row veih diunid ny marrey;"
23 That thy foot may be dipped in the blood of thine enemies : and that the tongue of thy dogs may bee red through the same.,23 Dy vod dty chass ve er ny hummey ayns fuill dty noidyn: as dy vod chengey dty voddee ve jiarg lesh yn uill cheddin.
"24 It is well seene, O God, how thou goest : how thou my God and King goest in the Sanctuary.","24 Smie te ry akin, O Yee, kys t’ow uss gimmeeaght: kys t’ow uss, my Yee as Ree, gimmeeaght ayns yn ynnyd casherick."
"25 The singers goe before, the minstrels follow after : in the middest are the damosels playing with the timbrels.","25 T’adsyn ta goaill arraneyn shooyll hoshiaght, adsyn ta jannoo bingys er greïnyn-kiaull cheet nyn‐yeï: ayns y vean ta ny mraane‐aegey cloie er ny timbrelyn."
"26 Give thankes, O Israel, unto God the Lord in the Congregations : from the ground of the heart.","26 Cur booise, O Israel, da Jee yn Chiarn ayns y chaglym cooidjagh: veih grunt y chree."
"27 There is little Benjamin their ruler, and the princes of Juda their counsaile : the princes of Zabulon, & the princes of Nephthali.","27 Ayns shen ta Benjamin beg nyn er‐reill, as prinsyn Yuda nyn fir‐choyrlee: prinsyn Zabulon, as prinsyn Nephthali."
,er-reill] 1777 ver-reill; fir-choyrlee] 1777 vir-choyrlee
"28 Thy God hath sent foorth strength for thee : stablish the thing, O God, that thou hast wrought in us,","28 Ta dty Yee er choyrt magh niart er dty hon’s: jean y red y hickyraghey, O Yee, t’ow er n’obbraghey aynin."
29 For thy Temples sake at Hierusalem : so shall Kings bring presents unto thee.,29 Son graih dty hiamble ec Jerusalem: myr shen ver reeaghyn lhieu giootyn hoods.
"30 When the company of the spearemen, and multitude of the mighty are scattered abroad among the beastes of the people (so that they humbly bring pieces of silver :) and when he hath scattered the people that delight in warre;","30 Tra vees sheshaght ny deiney-shleiy, as earrooyn ny deiney niartal er nyn skeayley dy-lhean (mastey feïeys y pobble,) myr shen dy vel ad dy-imlee cur lhieu peeshyn dy argid: as tra t’eh er skeayley yn pobble ta goaill taitnys ayns caggey;"
31 Then shall the princes come out of Egypt : the Morians land shall soone stretch out her hands unto God.,31 Eisht hig ny prinsyn magh ass Egypt: nee cheer ny Morianee dy-leah ny laueyn eck y heeyney magh gys Jee.
"32 Sing unto God, O ye kingdomes of the earth : O sing praises unto the Lord;","32 Gow‐jee arrane gys Jee, O shiuish reeriaghtyn yn ooir: O gow‐jee arraneyn‐moyllee gys y Chiarn,"
,
"33 Which sitteth in the heavens over all from the beginning : lo, he doth send out his voice, yea, & that a mighty voice.","33 Ta ny hoie ayns ny niaughyn er-skyn ooilley er dyn toshiaght: cur‐my‐ner, t’eh cur magh e choraa, dy-jarroo, as shen coraa niartal."
Which] 1662 Who,
34 Ascribe ye the power to God over Israel : his worship and strength is in the cloudes.,34 Gow‐jee rish dy nee ec Jee ta’n phooar harrish Israel: ta e ooashley as e niart ayns ny bodjallyn.
"35 O God, wonderfull art thou in thy holy places : even the God of Israel, hee wil give strength and power unto his people; blessed be God. ","35 O Yee, yindyssagh t’ow uss ayns dt’ynnydyn casherick: dy-jarroo yn Jee dy Israel; ver eshyn niart as pooar da e phobble; bannit dy row Jee."
,
The xiii. day. ,The 13. day.
Evening prayer.,EVENING PRAYER.
Saluum me fac. Psal. 69.,Psal. 69. Salvum me fac.
"Save mee, O God : for the waters are come in, even unto my soule.","1 Saue mee, O Yee: son ta ny ushtaghyn er jeet stiagh, dy-jarroo gys m’annym."
"2 I sticke fast in the deepe myre, where no ground is : I am come into deepe waters, so that the floods runne over me.","2 Ta mee cummit shickyr ayns y laagh dowin, raad nagh vel grunt erbee: ta mee er jeet ayns ushtaghyn dowiney, myr shen dy vel ny thooillaghyn roih harrym."
3 I am weary of crying; my throat is dry : my sight faileth mee for waiting so long upon my God.,"3 Ta mee skee lesh geam, ta my scoarnagh chirrym: ta my hoilshey dy m’ailleil son farkiaght choud er my Yee."
,"geam] 1769, 1777 geamagh"
"4 They that hate mee without a cause, are moe then the haires of my head : they that are mine enemies, and would destroy me guiltlesse, are mighty.","4 Adsyn ta dwoaie oc orrym gyn oyr, t’ad ny sliee na renaigyn my ching: adsyn ta my noidyn, as bailliu mish ta neu‐chyndagh y stroie, t’ad niartal."
"5 I payd them the things that I never tooke : God, thou knowest my simplenes, and my faults are not hid from thee.","5 Deeck mee daue my reddyn nagh ren mee rieau y ghoaill: Yee, ta fys ayd er my ônid, as cha vel m’oiljyn kellit voïds."
"6 Let not them that trust in thee, O Lord God of hosts, be ashamed for my cause : let not those that seeke thee be confounded through me, O Lord God of Israel.","6 Ny lhig dauesyn ta treishteil ayn-yds, O Hiarn Yee dy heshaghtyn‐caggee, v’er nyn naaraghey son y chooish ayms: ny lhig dauesyn ta dy dty hirrey, v’er nyn goyrt mow my hrooid’s, O Hiarn Yee dy Israel."
,
7 And why? for thy sake have I suffred reproofe : shame hath covered my face.,7 As cre’n‐oyr? er y choontey ayds ta mee er hurranse oghsan: ta nearey er choodaghey m’eddin.
8 I am become a stranger unto my brethren : even an aliant unto my mothers children.,8 Ta mee myr dooinney joarree da my vraaraghyn: dy-jarroo myr fer-quaagh da cloan my vayrey.
,
"9 For the zeale of thy house hath even eaten me: and the rebukes of them that rebuked thee, are fallen upon me.","9 Son ta’n graih jeean t’aym da dty hie dy-jarroo er ghuinney mee gys y chree: as ta ny oghsanyn ocsyn hug scammylt dhyts, er duittym orryms."
,
"10 I wept, and chastened my selfe with fasting : and that was turned to my reproofe.",10 Ren mee dobberan as smaghtaghey mee hene lesh trostey: as va shen er ny hyndaa gys my scammylt.
11 I put on a sackcloth also : and they jested upon me.,11 Hug mee orrym aanrit-sack myrgeddin: as ren ad craidey moo’m.
,
12 They that sit in the gate speake against mee : and the drunkards make songs upon me.,12 T’adsyn ta soie ’sy ghiat loayrt m’oï: as ta’n vooinjer veshtal jannoo ronneeaght orrym.
"13 But Lord, I make my prayer unto thee : in an acceptable time.","13 Agh, Hiarn, ta mee jannoo my phadjer hoods: ayns traa nee oo soiaghey jeh."
"14 Heare me, O God, in the multitude of thy mercie : even in the trueth of thy salvation.","14 Clasht rhym, O Yee, ayns earroo dty vyghin: dy-jarroo ayns firrinys dty haualtys."
"15 Take me out of the myre, that I sinke not : O let me bee delivered from them that hate mee, and out of the deepe waters.","15 Gow mee ass y laagh, nagh jem fo: O lhig dou ve er my livrey vowesyn ta feoh oc orrym, as ass ny ushtaghyn dowin."
,
"16 Let not the water flood drowne mee, neither let the deepe swallow me up : and let not the pit shut her mouth upon me.","16 Ny lhig da ny thooillaghyn-ushtey mee y vaih, cha-moo lhig da’n diunid mee y luggey seose: as ny lhig da’n ooig e beeall y yeigh orrym."
"17 Heare me, O Lord, for thy loving kindnesse is comfortable : turne thee unto mee, according to the multitude of thy mercies.","17 Clasht rhym, O Hiarn, son ta dty chenjallys‐ghraihagh gerjoilagh: chyndaa uss hyms cordail rish earroo dty vyghinyn."
"18 And hide not thy face from thy servant, for I am in trouble : Oh haste thee, and heare me.","18 As ny follee dt’eddin veih dty harvaant, son ta mee ayns seaghyn: O jean siyr, as eaisht rhym."
,"eaisht] 1777 clasht, 1819 eaisht"
"19 Draw nigh unto my soule, and save it : Oh deliver me, because of mine enemies.","19 Tayrn er‐gerrey gys m’annym, as saue eh: O livrey mee, kyndagh rish my noidyn."
"20 Thou hast knowen my reproofe, my shame, and my dishonour : mine adversaries are all in thy sight.","20 T’ow uss er hoiggal m’oghsan, my nearey, as my vee‐onnor: ta my noidyn ooilley ayns dty hilley."
