Manx,English,Page,Notes
Q. My Churrym eh dy hirveish e dy firrinagh ooilley laghyn my Vea. Agh nagh jeann [99] obbraghyn ymmyrchagh my liettal veih chooish y yanoo as t’er ny hirrey orrym ?,Q. It is my Duty to serve Him truly all the Days of my Life. But will not necessary Business hinder me from doing so much as is required of me ?,102,
"A. Cha jean. Foddee cre erbee ta Jee dy herrey1 er dooinney erbee y yanoo, ve jeant, fegooish e obbraghyn Seihltagh y liggey shaghey.","A. No. Whatever God requireth of any Man may be done, without neglecting his worldly Business.",102,
"Yn Laa ayns shaght t’ow er dy liettal veih laboraght ; jean ny ta currym ayd y yanoo er y laa shen, as shaghyn tammylt beg dy chooilley Voghrey as Fastyr, dy chur molley gys Jee, as dy yearree e vannaghtyn as eisht tra t’ow ec dty obber gagh laa, t’ow shirveish Jee cha firrinagh as cha shicker er y raad gys Niau, as t’ad syn t’ec nyn Badjeryn ; As foddee oo shoh y yanoo ooilley laghyn dty Vea.","One day in seven, you are forbid to Labour ; do what you are commanded on that Day, and spare a few Minutes every Morning and Evening to praise God, and to ask his Blessing ; and then when you are at your daily Labour, you are serving God as truly, and you are as certainly on the way to Heaven, as they who are at their Prayers. And this you may do all the Days of your Life.",103,
" Yn PHADJER."," The PRAYER.",103,
"ghrasoil ta dty lomarcan feeu jeh ooilley nyn Shirveish, Giall dy vod mad oo y hirveish as y yanoo booiagh cordail rish nyn Gurrym lesh ooilley nyn Gree as nyn Niart, dy vod mad booise as arrym y chur dhyt as tannaghtyn ayns Credjue as Aggle as Graih Yee gys jerrey nyn seihl, dy vod e shin y yanoo dy bragh bannit, trooid Yeesey Creest. Amen.","GRacious God, who alone art worthy  YEE  of all our Service, grant that we may serve and please Thee according to our Duty, with all our Heart and Strength, that we may give Thee Thanks, and do Thee Honour ; And that continuing in the Faith, and Fear, and Love of God, unto our Lives end, we may be made by Him, eternally Happy, thro’ Jesus Christ. Amen.",103,
Q. CRE ta dty Churrym gys dty Naboo ?,Q. WHat is thy Duty towards thy Neighbour ?,104,
"A. Ta my Churrim gys my Naboo dy chur graih da myr dou hene, as dy yanoo rish dy chooilley ghooinney myr ballym ad dy yanoo rhym. Dy chur graih, ooashley as kemmyrk da m’Ayr as da my Voir.","A. My Duty towards my Neighbour, is to Love him as my self, and to do unto all Men, as I would they should do unto me. To Love, Honour, and Succour my Father and Mother.",104,
"Dy chur ooashley as bialys da’n Ree as da ooilley ny ta er ny choyrt ayns prooar1 fo. Dy m’injilagh hene gys ooilley my Chiannoortyn, Firynsee, Bochyllyn Spyrydoil as Maishteryn. Dy m’ymmyrkey hene dy injil as dy byallagh gys dagh annane Share ny mee. Gyn aggair y yanoo da ghooinney erbee liorish goo ny janoo. Dy ve firrinagh as jeeragh ayns ooilley my ghellal.","To Honour and Obey the King, and all that are put in Authority under him. To submit my self to all my Governours, Teachers, Spiritual Pastours and Masters. To order my self lowly and reverently to all my Betters.",104,
"Gyn goanlys ny myskit y reall ayns my chree. Dy reall my lau-yn veih myngyraght as geid, as my hengey veih drough ghoan, breaghyn2 as scammyltyn. Dy reall [101] my my chorp3 fo smaght, sheeltys as glennid. Gyn Saynt ny aigney y choyrt da cooid ghooinney erbee, agh dy ynsagh as dy laboraght dy firrinagh dy gheddyn my veaghey hene as dy chooilleeney my Churrym ayns y stayd shen dy Vea, huggey schuid-save lesh Jee ve er n’eamagh orrym.","To hurt no body by Word or Deed. To be true and just in all my Dealings. To bear no malice, nor hatred in my Heart. To keep my Hands from picking and stealing, and my Tongue from evil speaking, lying, and slandering. To keep my Body in Temperance, Soberness, and Chastity, not to covet or desire other Mens Goods ; but to learn and labour truly to get my own Living, and to do my Duty in that state of Life, unto which it shall please God to call me.",104,
"Q. Nagh vel eh dy liooar, shin dy chur graih da Jee as dy ghoal aggle roish as dy chur ooashley da ?","Q. Is it not sufficient that we love, and fear, and honour God ?",105,
"A. Cha vel. Fakyn dy vel y Sarey shoh ain veih Jee ; Quoi erbee shynney leesh1 Jee, shynney lesh y Vraar myrgeddyn ; as shen-y-fa eshyn ta gra dy nynney lesh Jee as feoh echey er e Vraar, te ny vreagyrey. Cha vel graih echey er Jee, cha moo ta graih ec Jee ersyn.","A. It is not. For we have this Commandment from God, That he who loveth God, love his Brother also ; and therefore, he that saith he loveth God, and hateth his Brother, is a Liar ; He neither loveth God, nor doth God love him.",105,
Q. Quoi my Naboo as my Vraar ?,Q. Who is my Neighbour and Brother ?,105,
A. Dy chooilley annane ta feeu jeh dty ghraih ; Son ta Jee er hoilshagh shin ooilley dy ve Braaraghyn dy vod mad gynsagh dy ghoal boggey yn derrey yeh ayns maynrys y jeh elley as ve trimshagh yn derrey yeh son surranse y jeh elley.,"A. Every Person who is capable of your Love. For God hath declared us all to be Brethren, that we may learn to rejoice in one anothers Happiness, and be concerned at the Sufferings of each other.",105,
"Dy vod mad feasley y yanoo orroo ayns nyn veme, ve arloo dy chooney lieu ayns nyn Seaghyn as kinjagh smooinaght y chooid share jeh ny t’ad dy ghra as dy yanoo.","That we may relieve their Wants, be ready to help their Misfortunes, and always think the best of what they say or do.",105,
Liorish shoh bee mad shicker jeh foar Yee as yow mad leid ny aghtyn mie as nee nyn nianoo arloo son Niau.,"By which we shall secure the Favour of God, and get such Dispositions as may fit us for Heaven.",105,
"[102] As ayns y tra, ta ec y dooinney sniau-ynsit raad dy immeeaght ayn, corrym rish e hushtey.","And in the mean time, the most unlearned Person hath a Rule to walk by, suited to his Capacity.",105,
Q. Cur jee toiggal dou jeh shen ?,Q. I pray make me understand that.,105,
"A. Cur tastey da cre’n graih t’ayd ort hene. T’ow booishal dy mie dhyt hene ayns dt’ obbraghyn, cha vel oo booiagh tra nagh vel dt’ aigney ayd, cha mooar liat nee erbee mie dy vel ayd hene, cha nynney liat jummoose y chur ort hene as anvennick huittys oo magh rhyt hene, na my nee oo, t’ow chelleeragh coardit, myr shoh nee-oo oo-hene y ymmyrkey gys dty Naboo, my shynney liat eshyn myr shynney liat oo hene, myr ta sarey ayd dy yanoo.","A. Consider how you love your self. You wish your self all good Success in your Business ; you are sorry when you miscarry ; you never envy your self any thing that is good ; you do not love to vex, and seldom fall out with your self, or if you do, you are soon reconciled ; why thus you will deal with your Neighbour, if you love him as your self, as you are commanded to do.",105,
"Ta kiarrail wooar ayd jeh dty ghoo mie hene, cha vel oo arloo dy insh dt’ oilchin hene ; Ta fys ayd cre’n chorree eh, dooinney dy yanoo mitchooraght rhyt, as nagh nynsee shoh dhyt cre’n aght nee-oo oo hene y ymmyrkey gys feallagh elley ?","You are much concerned for your own Credit ; you are not forward to publish your own Faults ; you know what a Vexation it is to be deceitfully dealt with, and doth not this teach you not to deal so with others ?",106,
"Nagh gou dy olk rish my nee adsyn ta ny sinshley ny oo Soiagh beg jeed, eisht ny soi uss beg jeusyn t’er dty skyn, agh cur ooashley as biallys daue cordail rish nyn Oik as nyn Stayd.","You take it ill to be despised by those below you, why then you must not despise your Betters, but honour and obey them, according to their Place and Condition.",106,
"As nee oo shoh ny sarryltee tra hoiggys oo nagh vod mad beaghey yn derrey yeh, fegooish y jeh elley. Adsyn ta caeu coamrey berchagh as beaghey dy seyr, cha voddagh ad shen y yanoo, be dy vel feallagh elley laboraght dy doccaragh, cha moo oddagh adsyn ta laboraght beaghey lesh gerjagh, mannagh beagh ad er nyn goadey as er nyn vreal ayns cree.","And this you will do more chearfully, when you consider, That we cannot live without one another. They that go fine, and fare well, could not do so, if others did not labour hard ; and they that labour, could not live comfortably, if they were not Protected and Encouraged.",106,
"[103] Myr shen mannagh ninney lesh ny Berchee yn Bought as y chummal Seose eh, as mannagh jean y Bought ooashley as biallys y choyrt as ve firrinagh daue, nee chamma’n1 yn Bought as y Berchagh surranse.","So that if the Rich will not love and support the Poor, and the Poor will not honour, and obey, and be faithful to them, both Poor and Rich will be Sufferers.",106,
Smaynrey shin eisht dy vel Jee er sarey shin dy ve graihagh y derrey yeh er y jeh elley.,It is therefore happy for us that God hath commanded us to Love [one] another.,106,
[ 98 ] Q. Cre’n aght yow mad gys leid yn ymmyrkey Creestee ?,Q. How may we attain to such a Christian-Temper ?,107,
"A. Shegin dhyt dy chooilley oyr y ghoal dy vooishal as dy yanoo mie da feallagh elley, kinjagh soilshagh dty Yastylys hene, liorish feasley er y Vought, cooney lieusyn t’ayns feme, cur gerjagh dauesyn ta trimshagh as dobberan maroo-syn ta dobberan ; nee shoh dty chree y veiyghey as tayrnee eh oo gys dooghys mie.","A. You must take all Occasions of wishing well, and doing good to others, continually exercising your Compassion, by relieving the Poor, helping such as are in Distress, comforting the Afflicted, and mourning with them that mourn : which will sweeten your Temper, and bring you to good Nature.",107,
"Shegin dhyt ve kiarralagh nagh gou boggey jeh trimshey gheney elley, ga dy nee ad ny Noidyn smoo t’ayd, son yinnagh shen ort ve niaughooghyssagh as croi-creeagh.","You must beware of taking Pleasure in the Calamities of other Men, though your greatest Enemies ; for that would make you inhuman and hard-hearted.",107,
"Shegin dhyt dy mennick smooinaght er dy vel yearree as Cairys ec dy chooilley ghooinney dy ve ec fea chammah as t’ayds ; Dy vel foilchin ayds oo-hene, as dy vel oo ayns feme leih veih deney as myghyn veih Jee.","You must often consider that all Men have a Desire and a Right to be easie, as well as you ; That you your self have Faults, and that you stand in need of Pardon from Men, and of Mercy from God.",107,
"Agh er skyn ooilley toig dy nee shoh sarey geir Yee, dy der mad graih yn derrey yeh da’n jeh elley, ny ’egooish cha vod mad ve er nyn sauail.","But above all consider, that this is God’s express Command, that we love one another, without which we cannot be saved.",107,
Shen-y-fa jean dy injil guee huggey dy der e dhyt Spyryd y Graih as leid yn ymmyrkey as nee eshyn dy grasoil soiagh jeh.,"Therefore humbly pray to him, that he may give you the Spirit of Love, and such Dispositions as he will graciously accept of.",107,
"[104] As eisht nee oo toiggal cre erbee cha biallagh as vees oo dauesyn ta er dy skyn, cre erbee yn aigney mie hoilshys oo dauesyn ta corrym rhyt, ny cre erbee cha dooie as vees oo dauesyn ta fo’d, ayd hene smoo vees vondeish liorish.","And then you will find, that be you never so obedient to your Betters, never so civil to your Equals, never so kind to your Inferiours, no Man will profit by it more than your self.",107,
Q. Jean my Ghraih gys my Naboo my leittal dy hirrey shen ta dy jarroo my Chairys liorish Leih ?,Q. Will my Love to my Neighbour hinder me from seeking my just Rights by Law ?,107,
"[ 99 ] A. Cha jean. Agh eisht shegin da ve son red ennagh sheagh dhyt gol gys y leih er y hon, as cha nee son leid ny reddyn fardalagh nagh nennagh oo yn coal oc.","A. It will not : But then it must be for something of value, and not for such Trifles as it would not hurt you [to] lose.",108,
"As eisht dty Churrym eh, hoshiaght dy phrowal dy chooilley aght graih-agh, mannagh jean shen mie, shegin dhyt gol gys y Leih, lesh ymmyrkey Creestee, fegooish shirrey cooilleeney aigney, fegooish goal aghtyn comralagh as roonagh as cur corree er dty Naboo as ort hene fegooish oyr.","And then it is your Duty, first to try all friendly Ways ; when that will not do, you must go to Law with a Christian Temper, without Revenge, without taking tedious and spiteful Courses, and vexing your Neighbours and your Self without cause.",108,
"As er jerrey ooilley t’ow dy ve booiagh lesh ny nee’n Leih y vriwnys, my she liat ny dt’oi vees eh.","And lastly, You are to be satisfied with what the Law shall determin, be it for or against against you.",108,
"Q. Cre ta my Churrym, my nee my Naboo loart olk jeem ?","Q. What is my Duty, if my Neighbour speaketh evil of me ?",108,
"A. My t’ow toilchin drough haggloo ve jeed, cha jean gol gys y leih agh beihll sleih y osley.","A. If you deserve to be evil spoken of, your going to Law will but open Peoples Mouths.",108,
"Agh my ta aggair jeant dhyt dy jarroo, lishagh oo er lieh oghsyn y chur dasyn t’er nianoo shoh ; Managh vod oo cur er ve tushtagh jeh Oill, insh eh da Saggyrt y Skeereh echey, yn currym echyssyn dy chur coyrle da, as my nee e tannaghtyn [105] niau-viallagh, dy obbal y Chreesteeaght casherick da, as ta shoh kerragh smoo ny oddys y Leih chur er.","But if you are indeed abused, you ought privately to reprove him that hath done it ; if you cannot make him sensible of his Fault, tell it to his Pastour, whose Duty it is to admonish him, and if he continue obstinate, to deny him the Holy Communion, which is a greater Punishment than the Law can inflict.",108,
"Yn currym ayd ayns y tra d’ymmyrkey yn aggair dy surransagh, dy eek mie son olk, dy leih dy aggyndagh, dy ghoal padjer creeoil er y hon dy firrinagh, Son myr shen ta Creest er chur sarey. Matt. 5. 44.","Your Duty in the mean while is patiently to bear the Injury, to return Good for Evil, freely to forgive, sincerely to pray for him ; For so hath Christ expressly commanded. Matt. 5. 44.",108,
"As son dty gherjagh, gou as laue liorish dy vel oo dy arryltagh er leih da, ta cairys ayd gys y gialdyn grasoil ta Jee er yanoo jeh dty pheccaghyn hene y leih dhyt, myr shen dy vel y cosney smoo ayd liorish yn aggair ta jeant dhyt.","And for your Comfort, consider that by thus freely forgiving him, you have a Right to the gracious Promise God made of pardoning your Sins ; so that you become the greatest Gainer by the Wrong that was done you.",108,
Q. Agh nagh jean shoh drogh leih y vrasnagh dy chur aggair da nyn Naboonyn onneragh ?,Q. But will not this encourage ill Men to abuse their innocent Neighbours ?,109,
"A. Foddee nagh jean. Ny yei cre erbee’n aght hagherys shen, cha negin dooin ve ny skiarralee jeh’n Goo mie ain hene, ny jeh ooashley as saraghyn Yeesey Creest, ta myrgeddyn er chur sambyl roin dy neiragh shin er e chesmadyn tra va scammylt er ny chur da, cha dug e scammylt reeisht, agh livrey e e chooish huggeysyn ta briwnys dy cairagh.",A. It is probable it will not.,109,
Q. Cre mannagh vodym leih dauesyn t’er nianoo aggair dou ?,"However that be, we are not to be more concerned for our own Reputation, than for the Honour and Commands of Jesus Christ ; who hath also set us an Example, that we should follow his Steps, who, when he was reviled, reviled not again ; but committed his Cause to him that judgeth righteously.",109,
A. Eisht cha vod oo ve er dty hauail.,Q. What if I cannot forgive those that have injured me ?,109,
"Agh my t’ow shirrey’n chorree shen ta gayse ayns dty chree y chur dy liattee, eisht shegin dhyt guee gys Jee, as ver eshyn dhyt aigney noa dy leih, as dy chur graih as dy yanoo mie.","A. Why then, you cannot be saved. But if you desire to lay by that Anger which you find festering in your Breast, then you must pray to God, and he will give you new Dispositions to forgive, and to love, and to do good.",109,
Q. Jean my Churrym gys my Naboo mish y chiangley dy cheltyn e oilchin ?,Q. Will my Duty to my Neighbour oblige me at all times to conceal his Faults ?,109,
"A. Cha jean. Ny cheartyn [106] she’n Currym ayds eh dy loart jeu, agh eisht shegin da ve son oyr mie, dy hayrn e gys arrys, as dy loart jeh rish leid ny persoonyn as ta pooar oc dy eamagh er gys coontey. Er aght elley cha vel oo agh cool-chassid, as er yn oyr shen enmyssit maskey ny scammyltee smoo.","A. No. Sometimes it is your Duty to speak of them, but then it must be with a good Design of bringing him to Repentance, and to such Persons as have Authority to call him to an account ; otherwise you are a Backbiter, and as such, reckoned amongst the scandalous Offenders.",109,
"Q. Negin dou graih y chur dauesyn, oc nagh vel graih orrym ?",Q. Must I love them that do not love me ?,109,
"A. Shegin ; er aght elley cha vel Creesteeaght er dy yanoo veg share ny ny An-creesteenyn, Son shynney lieusyn ad ta graihagh orroo.",A. Yes ; or else Christianity hath made you no better than the Heathens ; for even they love those that love them.,109,
"Agh ta Yeesey Creest er chur sarey da e harvaantyn, dy chur graih da nyn Noidjin, ta shen dy ghra, dyn dayrn ad gys graih, gyn dy loart dy olk jeu, agh dy ghuee er ny son as dy yanoo mie daue.","But Jesus Christ hath commanded his Followers to love their Enemies ; that is, to oblige them, not to speak evil of them, but to pray for them, and to do them good.",110,
Q. Nagh voddym ve firrinagh as jeeragh ayns my ghellal as fooast Bargane chammah as oddym y gheddyn dou hene ?,"Q. May not I be true and just in my Dealings, and yet make my self as good a Bargain as I can ?",110,
"A. Agh smooinee my ta’n persoon t’ow dellal rish janoo drogh vargane da hene trooid Egin, ny Mee-hushtey, ny ayns Aggle, te red peccoil dy ghoal vondeish jeh. As ga dy vod oo y yanoo eh mie ayns y Leih, cha nod oo y ansoor eh gys Jee.","A. Only consider, that if the Person you deal with, makes himself an ill Bargain out of Necessity, or out of Ignorance, or out of Fear, it is a wicked thing to take Advantage of him ; and though you may defend it by Law, you cannot answer it to God.",110,
Q. Cre ta my Churrym my ta mee er yanoo aggair da my Naboo ?,"Q. What is my Duty, if I have wronged my Neighbour ?",110,
"A. T’ow kainlt dy ghoal rish dt’oill as dy yanoo da chooish dy liasagh as oddys oo dy mie, dy hirrey leih er Jee as eisht foddee oo treshteil dy vel leih dy chouyr ; son shoh ooilley ny hirragh oo er [107] feollagh elley. Shoh yn leih vees mad er nyn mriwnys liorish, as shen-y-fa shoh’n leih lishagh shin beaghey liorish. Cre erbee belliu1 deney dy yanoo riu, dy jarroo myr shen jean jee shivish roosyn.","A. You are bound to acknowledge your Fault, and make him what Amends you can ; to ask God’s Pardon, and then you may hope for Forgiveness ; for this is what you would expect from others. This is the Rule we shall be judg’d by, and therefore this is the Rule we should live by, Whatsoever you would that Men should do unto you, even so do ye to them.",110,
Q. Agh Cre’n aght oddys fys ve ec sleih niauhushtagh cre’n aght nee ad nyn mea y leeideil ec dy chooilley earish cordail rish y Leih shoh ?,Q. But how shall unlearned People know to walk at all times by this Rule ?,110,
"A. Cooinee cre ta’n Noo Ean dy ghra, Eshyn shynney lesh e vraar, te tannaghtyn ayns y toilshey, as cha vel oyr echey dy huitchim, ta shen dy ghra, nee e ghraih eshyn y ynsagh cre nee e, as cha sur e da aggair y yanoo da feallagh elley, ayns goo ny janoo ; Son cha vel graih gobbragh olk da e Naboo, cha vel e smooinaght er olk, as shen-y-fa cha vel e loart veg, gymmyrkey dagh nee, credjal dagh nee, treshteil dagh nee, surranse dagh nee.","A. Remember what S. John saith, He that loveth his Brother, abideth in the Light, and there is no occasion of stumbling in him, that is, His Love will direct him what to do, and will not suffer him to do Wrong to others, either in Word or Deed. For Love worketh no ill to its Neighbour. Thinketh no evil, and therefore speaks none ; Beareth all things ; Believeth all things ; Hopeth all things ; Endureth all things.",110,
Q. Vel Breagyn noi’n Graih shen ta shin dy liastyn da nyn Naboo ?,Q. Is Lying against that love which we owe to our Neighbour ?,111,
"A. Dy jarroo ta. As my nee oo smooinaght er cre’n olk ta Breagyn dy yanoo ; Cre cha olk as t’ow goal rish oo hene y ve mollit, ny smooinaght y ve jeant ort dy vel oo breagagh, nee-oo toiggal dy vel eh peccah eajee, as dy vel resoon feer wooar son ny baggyrtyn agglagh ta shin dy gheddyn ayns Goo Yee noi ocsyn ta foil-chagh jeh’n peccah shoh dy bee ad tilgit ayns Nivrin.","A. Yes, sure. And if you consider what Mischief it doth, how Ill you take it to be deceived your self, how Ill you take it to be suspected of Lying, you will be convinced that it is a base Vice, and that there is great Reason for those terrible Threatnings which we find in God’s Word, against such as are guilty of this Sin, That they shall be cast into Hell.",111,
"Q. Cre ny Leihaghyn shen jeh ymmyrkey mie sheeltys as glennid, lioroo lishagh Creestee e vea y leeideil ?","Q. What are the Rules of Temperance, Soberness and Chastity, which a Christian is to walk by ?",111,
"A. My she gee ny giue vees shiu, ny cree1 erbee elley vees shiu dy yanoo, jean jee ooilley gys gloyr Yee ; ta shen dy ghra, cur jee tooai nagh bee drogh ghoo be ec ennym Yee as ec y Credjue Creestee liorish rouyr saynt ayns ny reddyn shoh.","A. Whether ye eat or drink, or  whatever ye do, do all to the Glory of God ; That is, take Care that the Name of God and Religion, not evil spoken of, by your excess in these Things.",111,
"Lig dooin gimmeeaght dy Onneragh, myr ayns y laa, cha nee ayns Rouanys as meshtyrys, cha nee ayns cloi as reaid. Son cha vod dooinney erbee ta janoo shen smooinaght er maynrys Niau lesh aigney firrinagh erbee.","Let us walk honestly as in the Day, not in Rioting and Drunkenness, not in Chambering and Wantonness. For no Man that doth so, can with any true Delight think of the Joys of Heaven.",111,
"Cur jee tooai div hene er aggle ec earish erbee dy bee nyn Greeaghyn roah lane lesh juid as meshtyrys, as myr shen y Laa shen y heet erriu gyn yss.","Take heed to your selves, lest at any time your Hearts be overcharged with Surfeiting and Drunkenness, and so that Day come upon you unawares.",111,
Son dy jarroo adsyn ta dyn livrey ad hene seose gys niau-heeltys ta’d ayns gaue dy gheddyn baase ayns nyn beccaghyn fegooish arrys.,"For, sure it is, that they who give themselves up to Intemperance, are in great Danger of dying in their Sins unrepented of.",112,
"As ta resoon y choyrle shoh ashagh y hoiggal. Ta nyn Gredjue Creestee currym mooar, te kaingley ny smooinaghtyn sdivney ayns nyn greeaghyn, as myr sondee ta shin er y Vea shoh, sloo smooinys shin er y vea ta ry heet, as er y smaghtagh shen ta’n sushtal er chur myr currym dooin.","And the Reason of all this Caution is plain. Religion is a very serious Thing, requireth our most serious Thoughts, and the more we take delight in this Life, the less we shall think of the next, and of that Self-Denyal which the Gospel hath made a Christian Duty.",112,
Q. Cre’n resoon t’ain dy ve booiagh as gyn cooid ghooinney elley y yearree ?,"Q. What Reason have we to be contented, and not to desire other Mens Goods ?",112,
"A. Son dy nee’n stayd ain hene dy jarroo share er nyn son, fakin dy vel eh er ny ordrail liorish Jee cairagh as mie, oddys liasagh y chur dooin son ny ta shin dy laccal ayns shoh.","A. Because our own Condition is certainly best for us, being the Appointment of a just and good God, who can make us amends for what we want here.",112,
"[109] As son my jig ny voddey, cha bee veg y feme ain er ny reddyn shoh.",And because in a very short time we shall have no need of these Things.,112,
Q. Nagh vel Boughtynid kerraghey mooar ?,Q. Is not Poverty a great Evil ?,112,
"A. Te feer foddey veih ve myr shen, tra te er ny choyrt orryn liorish kiarralys flaunyssagh Yee, ta cairys ec y dooinney vought ayns ymmodee dy yialdynyn gerjolagh as dy jarroo ta ny smoo cheaney dy rou ad reau berchagh, ny ta gaccan nagh rou nyn Leagh oc sy Vea shoh.","A. It is very far from being so, when it is brought upon us by Gods Providence. The Poor have a right to many comfortable Promises : And it is very sure, there are more that lament, that ever they were Rich, than such as complain that they had not their Portion in this Life.",112,
Q. Nagh vod mad eisht gobbragh dy yanoo nyn stayd ny share ?,Q. May we not then endeavour to better our Conditions ?,112,
"A. Foddee liorish bannaght Yee er nyn obbraghyn onneragh, agh cha lishagh dooinney erbee shirrey dy veaghey ayns palchey ayns shoh, as y saualtys echey hene y chur ayns gaue er y hon ny streeu dy aggail laane da e chloan, as dy ghol gys Nivrin e hene son e haynt as e ghrogh-ghellal.","A. Yes, by God’s Blessing upon an honest Industry ; but no Man should desire to live in Plenty here, and hazard his Salvation for it ; nor strive to leave his Children a great deal, and to go to Hell for his Covetousness and ill Dealing.",112,
Q. Voddym janoo myr saillym rish ny ta dy cairagh liam pene ?,Q. May I do what I please with what is justly my own ?,113,
"A. Cha vod. Agh shegin dhyt mie y yanoo lesh, hoshiaght jean beaghey dy fudagh oo hene, as eisht feosle er y vought, lesh shen nagh vel ymmyd ymmyrchagh ayd da. As myr shen nee oo dty vooise y hoilshagh gys Jee as eekee e oo er y hon.","A. No. But you must do good with it. First, live decently your self, and then relieve the Poor with what you can well spare. And so you will shew your Thankfulness to God, and he will reward you for it.",113,
"As shoh’n shickerys share oddys ve ayd nagh bee oo dy bragh ayns feme. Eshyn ta cur da’n Vought te geasaght da’n Chiarn, [110] as ny te er choyrt eekee e da reeisht.","And this is the best Security you can have, that you shall never want. He that giveth unto the Poor lendeth unto the Lord, and that which he hath given, will he pay him again.",113,
Q. Jean ny Annaghyn shoh my leeideil ayns cre-erbee’n stayd dy Vea huggey schuid-save lesh Jee geamagh orrym ?,Q. Will these Commandments direct me in whatever state of Life it should please God to call me unto ?,113,
"A. Nee ad. Agh cooinee nagh jean oo dy bragh nee erbee noi dty chooinsheance. Gou as laue d’eirt er yn Irrin, tra ta fys ayd er, my she liat ny dt’oi te. Ayns reddyn nagh vel oo dy hoiggal dy mie, gou coyrle dty Leeideilagh Spyrrydoil, As guee gys yn Er smoo syrjeh as ynsee eshyn y raad dhyt.","A. Yes, only remember that you Never act against your Conscience. Resolve to follow the Truth, when you know it, whether it is for, or against you ; In doubtful Cases, consult your Spiritual Guide, and pray to the Most-High, and he will direct your ways.",113,
"O Hiarn Yeesey Creest, hug graih  dooin as hug oo hene er nyn son, cur grayse dooin dy chur graih, as dy leih as dy yanoo mie. As roih ayns raadjin dt’annaghyn, dy vod mad beaghey as baase y gheddyn nyn Shiarvaantyn dhyts as myghyn y gheddyn ec y Laa mooar. Amen.","O Lord Jesus Christ, who hast loved us, and given thy self for us, give us Grace to love, and to forgive, and to do good. And that running the way of thy Commandments, we may live and die thy Servants, and find Mercy at the great Day. Amen.",113,
"Q. MY Lianoo mie toig shoh, nagh vod oo ny reddyn shoh y yanoo jeed hene, ny gimmiaght ayns Annaghyn Yee ny hirveish e, fegooish yn ardghrayse echey, er y hon shegin dhyt gynsagh ec dy choilley earish dy eamagh liorish Padjer imneagh. Lig dou eisht clashtyn vod oo Padjer y Chiarn y ghra ?","Q. MY good Child, know this, that thou art not able to do these Things of thy self, nor to walk in the Commandments of God, and to serve him, without his special Grace, which thou must learn at all times to call for by diligent Prayer, Let me hear therefore if thou canst say the Lord’s Prayer ?",114,
"A. Ayr ain t’ayns Niau ; Casherick dy rou dt’ennym. Dy jig dty Reereeaght. Dt’aigney dy rou jeant er Talloo myr te ayns Niau. Cur dooin jiu nyn Arran gagh laa. As leih dooin nyn loughtyn myr ta shin leih dau-syn ta janoo loughtyn ny noi shin. As ny leeid shin ayns miolagh, agh livrey shin veih olk.","A. Our Father which art in Heaven ; Hallowed be thy Name. Thy Kingdom come. Thy Will be done in Earth as it is in Heaven. Give us this Day our daily Bread. And forgive us our Trespasses, as we forgive them that trespass against us. And lead us not into Temptation, but deliver us from Evil. Amen.",114,
Q. Cre t’ow dy yearree er Jee ayns y Phadjer shoh ?,Q. What desirest thou of God in this Prayer ?,114,
"A. Ta mee geareee er my Hiarn Jee nyn Ayr [112] Flaunyssagh ta cur dooin dy chooilley vi-ys, dy der e e ghrayse dooys as da ooilley e Phobble, dy vod mad ooashley chur da, hirveish e as biallys y chur ’naght myr lishagh shin. As ta mee guee er Jee dy der e hooin dagh nee ta ymmyrchagh chammah son nyn Anmeenyn as nyn Gallinyn ; as dy bee e myghynagh dooin as dy leih e dooin nyn beccaghyn, as dy guid-save lesh nyn sau-ail as nyn vendeil ayns dy chooilley ghaue annym as callin ; as dy vreil e shin veih dagh peccah as olkys, as veih Noid nyn Anmey as veih’n baase dy bragh farraghtyn. As shoh ta mee treishteil nee e jeh Vyghyn as e viys trooid Yeesey Creest. As shen-y-fa ta mee gra, Amen. Myr shen dy rou.","A. I desire my Lord God our Heavenly Father, who is the Giver of all Goodness, to send his Grace unto me, and to all People, that we may worship him, serve him, and obey him as we ought to do. And I pray unto God, that he will send us all things that be needful both for our Souls and Bodies ; and that he will be merciful unto us, and forgive us our Sins ; and that it will please him to save and defend us in all Dangers ghostly and bodily ; and that he will keep us from all sin and wickedness, and from our ghostly Enemy, and from everlasting Death. And this I trust he will do of his Mercy and Goodness, through our Lord Jesus Christ. And therefore I say Amen. So be it.",114,
"Q. Nagh vod mad Annaghyn Yee y reall tra ta tushtey ain jeu, as jeh’n dangere y vrishey ad ?","Q. Cannot we keep the Commands of God when we know them, and the Danger of breaking them ?",115,
A. Dy jarroo firrinagh jin hene cha vod mad. As she son nagh vel sleih smooinaght er shoh ta chooish dy ghrogh yanoo ayns y teihl. Cha vod ad hene y yanoo eh as cha shir ad Cooney er Jee.,"A. It is very sure of our selves we cannot : And it is, because People do not consider this, That there is so much Wickedness in the World. They are unable of themselves, and they will not ask Help of God.",115,
[113] Q. Cre’n aght hoigys mad nagh vod shin jin hene ny reddyn shoh y yanoo ?,"Q. How may we be convinced, that of our selves we are unable to do these things ?",115,
