Manx,English
My s’lajer ta yn veisht.,         no Prize from him can gain.
,
Agh graih as kenjallys y Chiarn,"11  But he, to him that fears his Name,"
T’eh soilshaghey dy keiyn ;,         his tender Love extends;
"Da’n dooinney imlee, crauee shen",      To him that on his boundless Grace
Ta firrinagh da hene.,         with stedfast Hope depends.
PART II.,
"Bannee dty Hiarn, Yerusalem,","12,13 Let Sion and Jerusalem"
"As uss, O Sion, lheïe ;","         to God their Praise address,"
"Ta voish dty ghiattyn geiyrt dty noid,","      Who fenc’d their Gates with massy Bars,"
Guard er dty chloan cheu-sthie.,         and does their Children bless.
,
"Harrish dty ream t’eh skeayley shee,","14 Thro’ all their Borders he gives Peace,"
Ga ta dty noidyn troo ;,
Lesh flooyr y churnaght s’miljey neesht,         with finest Wheat they’re fed;
Ta Jee dy veaghey oo.,
,
Ta’n ooilley-niartal fockley magh,
Lesh ard-choraa e phooar ;,
"Cha leah t'eh loayrt, cha leah t’eh jeant,","15   He speaks the Word, and what he wills"
Dy tappee er yn ooir.,         is done as soon as said.
,
"Myr ollan vane, ta’n sniaghtey gial","16  Large Flakes of Snow, like fleecy Wool,"
Cheet neose as sheebit fo ;,         descend at his Command;
"As myrragh garmad chiow yn ooir,","      And hoary Frost, like Ashes spread,"
Lesh meeaylys y lieh-rio.,         is scatter’d o’er the Land.
,
Yn sniaghtey garroo trome as dewil,"17  When, join’d to these, he does his Hail"
Myr steabyn tilgey chion ;,"         in little Morsels break,"
"Quoi oddys shassoo magh ny ’oï,",      Who can against his piercing Cold
Ny bydal er y hon ?,         secure Defences make?
,
"Agh s’leah ta Jee chyndaa e laue,","18  He sends his Word, which melts the Ice;"
As fockley magh e ghoo ;,         he makes his Wind to blow;
"Thennue as chiass, cheet veih yn jiass,","      And soon the Streams, congeal’d before,"
T’ad lheïe as eisht goll mow.,         in plenteous Currents flow.
,
E lattyssyn as oardaghyn,19  By him his Statutes and Decrees
Da Jacob t’eh ’r livrey;,         to Jacob’s Sons were shown;
"Da Isr’el e recortyssyn,",      And  still to Isr’el’s chosen Seed
Dy reayll ad son dy bra.,         his righteous Laws are known.
,
"Yn foayr graysoil as myghin shoh,","20  No other Nation this can boast,"
Cha dooar n’ashoonyn-quaagh ;,         nor did he e’er afford
"Agh dooinyn t’eh er hoilshaghey,","     To Heathen Lands his Oracles,"
Saualtys son dy bragh.,         and Knowledge of his Word.
PSALM CXLVIII.,Psalm 148.
"Reamyn yn yrjey vooar,","1,2  Ye boundless Realms of Joy,"
"Moylley-jee nyn ver-croo,","      Exalt your Maker’s Fame,"
Insh-jee magh mooads e ghloyr,      His Praise your Song employ
Shiuish ainleyn smoo as sloo,      Above the starry Frame;
"Trog-jee coraa,","         Your Voices raise, "
"O Cherubim,",         Ye Cherubim 
As Seraphim,"         And Seraphim, "
Cur moylley da.,         To sing his Praise
,
"2 Uss eayst ta reill ny hoie,","3,4  Thou Moon, that rul’st the Night,"
As ghrian leeideil y laa ;,"      And Sun, that guid’st the Day;"
"Rollageyn sollys choie,","      Ye glitt’ring Stars of Light,"
Cur-jee nyn geeshyn da ;,      To him your Homage pay;
"Eeck-jee e chair,","         His Praise declare,"
"O shiuish niaughyn,",         Ye Heav’ns above 
As vodjallyn,         And Clouds that move
Getlagh ’syn aer.,         In liquid Air.
,
3 Lhig daue shoh ennym Yee,"5,6  Let them adore the Lord,"
Y voylley dagh unnane ;,"      And praise his holy Name,"
E ghoo hug daue nyn mree,      By whose Almighty Word
Tra nagh row veg jeu ayn ;,      They all from Nothing came;
"Bee ad er-mayrn,","         And all shall last,"
Seyr veih caghlaa,         From Changes free; 
Er son dy bra,         His firm Decree
Shassee leigh’n Chiarn.,         Stands ever fast.
,
4 Moyll-jee eh whaleyn mooar,"7,8  Let Earth her Tribute pay;"
As eeast ’sy diunid heese ;,"      Praise him, ye dreadful Whales,"
"Eïllit lesh scailley creoi,",      And Fish that through the sea
Cur-jee cair dasyn neesht.,      Glide swift with glitt’ring Scales:
"Aile, sniaght’ as rio,","         Fire, Hail, and Snow, "
"Druight, sterm as geay,","         And misty Air, "
Cheet tra t’eh gra,"         And Winds that, where "
Cooilleeney ’ghoo.,"         He bids them, blow."
,
Sleityn as croink as coan,"9,10 By Hills and Mountains (all"
E voylley ta diu jesh,"        In grateful Consort join’d,)"
"Cedaryn liauyr nyn gione,","        By Cedars stately tall,"
As biljyn gymmyrk mess.,        And Trees for Fruit design’d;
"Beiyn feïe as meen,","          By ev’ry Beast,"
Snauee er laare.,"          And creeping Thing, "
As eeanlee’n aer,"          And Fowl of Wing,"
Jannoo cooilleen.,          His Name be blest.
,
"Ree’ghyn as princeyn ard,","11,12 Let all of Royal Birth,"
Marish dagh theay ta foue ;,"         With those of humbler Frame,"
"Briwnyn y theihll dagh raad,","         And judges of the Earth,"
Cur-jee da ’voylley feeu.,         His matchless Praise proclaim.
"Dy wooiys Jee,",           In this Design
Lhig aeg as shenn,"           Let Youths with Maids, "
Dooinney as ben,           And hoary Heads
Cur chengey’s cree.,           With Children join.
,
Lhig da’n slane chroo cordail,13  United Zeal be shown
Dy hoiagh seose e ghoo;,"      His wond’rous Fame to raise,"
E ennym smoo gloyroil,      Whose glorious Name alone
Ta toilchin moylley voue,      Deserves our endless Praise.
King foddey’n theihll,         Earth’s utmost Ends
"Ta bial da,",         His Pow’r obey; 
E ghloyr dy bra,         His glorious Sway
T’erskyn dagh reill.,         The Sky transcends.
,
E nooghyn hene ta eaït,"14  His chosen Saints to Grace,"
"T’eh soiagh seose dy bra,","      He sets them up on high,"
As Isr’el e chloan reiht,      And favors Isr’el’s Race
Ta kinjagh ’gerrey da.,      Who still to him are nigh.
Nish ayns arrane,         O therefore raise
Trog-jee coraa,"         Your grateful Voice, "
Gennal dy bra,         And still rejoice
Dy voylley’n Chiarn.,         The Lord to praise.
,
An HYMN for CHRISTMAS;,
,
Sacramental.,
,
O Ooilley shiuish shirveishee feer,
Yn ooilley-niartal Ree ;,
Trog-jee e voylley trooid yn aer,
Lesh chengey as lesh cree.,
2 Ayns boggey lhig dooin ennym Yee,
Y wooiys dagh unnane ;,
Lhig dooin ve gennal son t’er jeet,
Feailley reeoil yn Eayn.,
4 Shiaght keayrtyn bannit ny heiyn,
Ta gys y vannish eaït ;,
"As ta gys board reeoil y Chiarn,",
Lesh creeaghyn aarloo cheet.,
,
An hymn FOR CHRISTMAS-DAY.,
Choud as va bochillyn ’syn oie,"1 While Shepherds watch’d their Flocks by Night,"
Freayll watch er nyn shioltane ;,"all seated on the Ground,"
"Orroo ren ainle y Chiarn cheet neose,","   The Angel of the Lord came down,"
Ren gloyr Yee moo soilshean.,And Glory shone around.
,
Ny gow-jee aggle dooyrt yn ainle,"2 “Fear not, said he (for mighty Dread"
(Son atchim mooar ve daue),"had seiz’d their troubled Mind,)"
Naightyn gerjoil dy voggey mooar,   Glad Tidings of great Joy I bring
T’ayms diu as da sheelnaue.,to you and all Mankind.
,
"Diu ayns ard-valley Ghavid hene,","3 To you in David’s Town this Day,"
Ta er ny ruggey jiu ;,"is born of David’s Line,"
"Saualtagh, eh ta Creest y Chiarn,","   The Saviour, who is Christ the Lord;"
As shoh vees cowrey diu ;,and this shall be the Sign:
,
Yiow shiu yn oikan flaunyssagh,4 The heav’nly Babe you there shall find
Ayns stable son e ’hie ;,"to human View display’d,"
"Dy imlee kainlt ayns soïlaghyn,","   All meanly wrapt in swathing Bands,"
As ayns manjoor ny lhie.,And in a manger laid.”
,
"Shoh raït, v’ayns tullogh sheshaght vooar","5 Thus spake the Seraph, and forthwith"
Dy ainleyn gial y Chiarn ;,appear’d a shining Throng
"Ren brishey magh ayns kiaulleeaght ard,","   Of Angels praising God, and thus"
As myr shoh goaill arrane.,addrest their joyful Song:
,
"Ard-ghloyr da Jee ’syn yrjey heose,",6 “All glory be to God on High;
Shee er y thalloo neesht ;,and to the Earth be Peace;
"Aigney-mie Yee da slane sheelnaue,","   Good-will henceforth from Heav’n to Men,"
Gur-voylley daue ayns Creest.,begin and never cease.”
,
An hymn for EASTER-DAY.,
Creest nyn Eayn-caisht ta chebbit nish,1 Since Christ our Passover is slain
Ny oural er nyn son ;,a Sacrifice for all;
Lesh creeaghyn glen eisht lhig dooin freayll,   Let all with thankful Hearts agree
Yn feailley bannit t’ayn.,to keep the Festival:
,
"2 As cha nee lesh shenn soorit feoh,","2 Not with the Leaven, as of old,"
As goanlys ayns nyn gree ;,of Sin and Malice fed;
"Agh lesh yn arran millish noa,","   But with unfeign’d Sincerity,"
Dy ynrickys as shee.,and Truth’s unleaven’d Bread.
,
3 Creest t’er ny hroggal reesht veih’n baase,"3 Christ being rais’d by Pow’r Divine,"
Veih’n oaie er ny livrey ;,"and rescu’d from the Grave,"
"Cha vow eh arragh baase, cha vod","   Shall die no more, Death shall on Him"
Yn noid shen varroo eh.,no more Dominion have;
,
4 Keayrt er nyn son hur Creest y baase,"4 For that he dy’d, ’twas for our Sins"
"Son ghow eh shen myr reih,","he once vouchsaf’d to die,"
"Agh nish t’eh bio ayns stayd gloyroil,","   But that he lives, he lives to God,"
As ooashley ard ny hoie.,for all Eternity.
,
"5 Gys peccah lhig dooin marroo ve,","5 So count yourselves as dead to Sin,"
As veih seose girree reesht ;,"but graciously restor’d,"
"Dy vod bea noa ve ain gys Jee,","   And made henceforth alive to God,"
Trooid nyn Saualtagh Creest,through Jesus Christ our Lord.
,
,
,
,
,
,
"GLORIA PATRI, &c.",
,
,
Common Measure,Common Measure
"Gloyr gys yn ooilley-niartal Three,","To Father, Son and Holy Ghost."
"Un Jee va, ta, as vees ;","the God whom we adore,"
Dy der dagh annym dasyn chooie,"Be Glory as it was, is now,"
Nyn geesh dy ghraih as booise.,and shall be evermore.
"OR,",
"Da’n Ayr, da’n Mac, da’n Spyrryd Noo",
Dy row gloyr son dy bra ;,
"Myr ve ’sy toshiaght, ta, as vees,",
Lurg kione ve er dagh traa.,
"OR,",
"Da’n Ayr, da’n Mac, da’n Spyrryd Noo",
Three bannit ayns Unnane ;,
Dy row booise s’imlee s’moylley smoo,
Choud as vees traa er-mayrn.,
,
As PSALM XXV.,As Psalm 25.
"Hoods, Yee vooar, Three Unnane,","To God the Father, Son,"
Dy row gloyr son dy bra ;,"and Spirit, Glory be;"
"Myr ve, te nish, as myr shen vees,","Asˈtwas, and is, and shall be so"
Lurg kione ve er dagh traa.,to all eternity.
,
As PSALM C.,As the 100 Psalm.
"Nish gys yn ooilley-niartal Three,","To Father, Son, and Holy Ghost,"
"Un Jee nagh vod ve er ny rheynn,",the God whom earth and heav’n adore
"Dy row dagh moylley, booise as gloyr,","Be glory as it was of old,"
"Lurg kione ve er dagh traa, Amen.",is now and shall be evermore.
,
As PSALM CXIX.,
"Moylley as gloyr da, Jee yn Ayr,",
"Gys Jee yn Mac co-beayn,",
"Gloyr neesht gys Jee yn Spyrryd Noo,",
"Yn Jee mooar, Three Unnane :",
"Myr ayns y toshiaght va, ta nish,",
"As vees son eashyn bra,",
"Tra nee’n nah heihll, lurg shoh v’ec kione.",
Goaill toshiaght gyn caghlaa.,
,
As PSALM CXLVIII.,As Psalm 148.
"Hoods Trinaid cash’rick rieau,","To God the Father, Son,"
"Ayr, Mac, as Spyrryd Noo ;","and Spirit ever bless’d,"
"Dy der dagh nhee gloyr feeu,","Eternal Three in One,"
Jeh ren oo hene y chroo.,All worship be address’d
Myr flaunyssagh,As heretofore
’Sy toshiaght ve,"It was, is now."
"As nish myr te,",And shall be so
As bee dy bragh.,For evermore.
,
,
"[1] Tate & Brady: A New Version of the Psalms of David fitted to the tunes used in churches, by N. Brady, D.D., Chaplain in Ordinary, and N. Tate, Esq., Poet-Laureat, to His Majesty. London: Printed by J. Roberts, for the Company of Stationers. Mdccliv. And are to be Sold at Stationers-Hall, near Ludgate, and by most Booksellers.",
"[2] The Manx here corresponds to v. 9 of the Psalter text, which is not rendered in Tate & Brady.",
"[3] Tate & Brady’s Verse 4 is not in the Manx, whose v. 4 corresponds to T&B’s 3.",
"[4] Tate & Brady’s verses 3, 9, 10, 12-15, the first half of 16 and of 17 are absent from the Manx. T&B’s 18 and 19 are expanded, but the remainder (vv. 20-31) are omitted.",
[5] sc. menoyr,
[6] T&B’s verse 5 is not in the Manx.,
"[7] T&B’s 1-3a, and 6-10 are not translated.",
"[8] T&B’s v.3 is absent from the Manx, and the numbering of the subsequent verses is shifted.",
[9] 1769 mish ... royds,
[10] T&B’s vv. 4 and 7-11 are absent from the Manx.,
"[11] Actually, it is T&B’s vv. 4-7 that appear in the Manx.",
[12][12] The Manx here does not render T&B but elaborates the four verses of the Psalter.,
[13] A second translation of Psalm 145.,
