English,Manx
"It will be absolutely necessary therefore, that you arm yourself betimes, both with holy Resolutions, and with this holy Ordinance, which you are [30] preparing to go to, that you may be able, through the Grace of God, to go on in the Way of Salvation.","Shen-y-fa bee eh ymmyrchagh erskyn dy chooilley Nhee dhyt, nish ayns dty Aegid dy niartaghey oo hene, chammah lesh Gialdinyn crauee, [30] as lesh yn Oardaghey casherick shoh, t’ou nish aarloo er y hon, dy vod oo, trooid Grayse Yee, goll er dty Hoshiaght ayns y Raad dy Haualtys."
"Now your Duty to God is,—To believe in him, to Fear, and Love him, with all your Heart and Soul; forasmuch as you stand indebted to him for all you have, or value, or hope for, in this, or the next Life.","Nish shoh dty Churrym gys Jee,—Dy chredjal ayn, dy ghoaill Aggle roish, as dy chur Graih da lesh ooilley dty Chree as dty Annym; son wheesh as dy nee dasyn t’ou fo Lhiastynys son ooilley ny t’ayd, ny shen smoo t’ou soiaghey jeh, ny jerkal rish, ayns y Vea shoh, ny’n Vea ta ry heet."
"Do but consider how you would behave yourself, if you were but half so much obliged to any Man on Earth;—How dearly would you love him?—How often would you think of him?—How often would you strive to please him ?—How would you be grieved, if you should be so unhappy as to offend him?—How soon and earnestly would you beg his Pardon to be restored to his Favour?","Smooinee ayns dty Chree kys yinnagh oo oo-hene y ymmyrkey, dy beagh oo ayns lieh wheesh dy Lhiastynys da Dooinney erbee ‘sy Theihll;—Cre’n Ghraih jeean yinnagh oo da?—Cre cha mennick as yinnagh oo gimraa er?—Cre cha mennick as veagh oo aggindagh dy phleasal eh? Cre cha seaghnit as veagh oo, dy daghyragh dhyt ve cha mee-vaynrey as dy chur Corree er?—Cre cha leah as cre cha jeean hirragh oo Leih er as dy ve goit stiagh reesht ayns Foayr rish?"
"Now, if you thus love God, it will appear in such Instances as these: You will have a very great Regard for every thing that belongs to him.—You will not use his Name to any idle or wicked Purpose.—You will religiously [31] observe the Day consecrated to his Honour and Service.—You will carefully attend the House and Worship of God;—And behave vourself with Reverence and Devotion, while you are in his Presence.—You will hear his Word with Attention, and have a great Regard for his Ordinances, and for the Persons whom he hath appointed to administer them.","Nish, my vees oo myr shoh graihagh er Jce, bee eh ry-akin ayns lheid ny Aghtyn shoh: Bee Arrym creeoil ayd da dagh Nhee ta bentyn da.—Cha gow yn Ennym echey ayns Fardail ayns Cooish oik ny fardalagh erbee.—Nee oo dy crauee [31] freayll y Laa t’er ny chasherickey gys e Ooashley as e Hirveish.—Nee oo dy kiaralagh taaghey Thie as Ooashley Yee;—As oo hene y ymmyrkey lesh Arrym as Craueeaght, choud as t’ou ‘syn Eanish echey.—Nee oo geaishtagh rish e Ghoo dy tastagh, as ver oo Ard-ammys da ny Oardaghyn echey, as da ny Persoonyn t’eh er phointeil dy hirveish ad."
"If you truly fear God, you will part with any thing as dear as a right Hand, or a right Eye, rather than provoke Him, who can destroy both Body and Soul in Hell.","My ta Graih firrinagh ayd er Jee, nee oo scarrey rish Nhee erbee ta cha deyr as dty Laue-yesh, ny dty Hooill-yesh, roish my jean oo eshyn y vrasnaghey, oddys stroie chammah Corp as Annym ayns Niurin."
"If you believe Him to be the Fountain of all Good, you will pray to Him daily.—And if you put your whole Trust in God, as it is your Duty to do,—you will endeavour to be pleased with all his Dealings with you.—You will never murmur at the Ways of his Providence, nor suffer your Heart to fret against the Lord.—And especially you will never attempt to better or secure your Condition by any evil Ways;—Believing assuredly, that God can and will make you full Amends in the next Life, for what you want or [32] suffer in this, in Submission to his Will. ","My t’ou credjal dy vel Eshyn Bun dy chooilley Vieys, gowee oo Padjer huggey gagh Laa. As my t’ou cur dty slane Treishteil ayns Jee, myr te dty Churrym dy yannoo,—nee oo ny oddys oo dy ve booiagh lesh ooilley ny Aghtyn t’eh goaill rhyt.—Cha jean oo dy bragh plaiynt er Raaidyn e Chiarail flaunyssagh, ny surranse dty Chree dy hallagh noi’n Chiarn.—As erskyn ooilley cha jean oo dy bragh goaill ayns Laue dy yannoo dty Stayd-beaghee ny share, ny ny shickyree, liorish Dellal neu-chairagh erbee;—Credjal er son shickyrys, liorish ginjillaghey oo hene gys [32] yn Aigney flaunyssagh echeysyn, dy vod Jee, as dy jean eh, Lhiassaghey fondagh y yannoo ‘sy Vea ta ry heet, son dty Egin, as dty Hurranse, ayns y Vea shoh."
,
"Lastly, Your Duty is to be thankful to God.—The Way to be so, is to look upon every Mercy you receive as the Gift of God; —Every Danger you escape, as owing to his Care and Providence;—Every good Thought, every good Purpose, every Occasion of doing Good, as the Effect of his good Spirit.","Er-jerrey, Yn Currym ayd eh, dy ve booisal da Jee.—Yn Aght dy ve myr shen, ta dy yeeaghyn er dy chooilley Vyghin t’ou feddyn myr Gioot veih Jee;—Dy chooilley Ghaue t’ou shaghney, myr lhiastyn da’n Arrey, as da’n Chiarail flaunyssagh echeysyn;—Dy chooilley Smooinaghtyn mie, dy chooilley Chiarail vie, dy chooilley Chaa son jannoo mie, myr Obbyr y Spyrryd mie echeysyn."
,
,
"Think, and act, and purpose thus:—And it will be as natural to thank God for all the Dispensations of his Providence, as it is for you to beg any Blessing from him, which you stand most in need of.","Smooinee, as jean, as kiare myr shoh:—As bee eh cha dooghyssagh dhyt dy chur Booise da Jee son ooilley Oardaghyn e Ard-chiarail, as te dhyt dy yannoo Aghin huggey son Bannaght erbee, smoo ymmyrchagh dhyt."
,
"Stop a while—until you have considered these Things, and until you have expressed your Sense of them in the following Prayer.","Nish fuirree ort tammylt—derrey vees oo er smooinaghtyn dy dowin er ny reddyn shoh, as derrey vees oo er hoilshaghey yn Ennaghtyn t’ayd jeu ayns y Phadjer shoh."
,
The PRAYER.,Yn PHADJER.
,
"THIS is indeed the first and great Command, To love thee, O God, with all our Heart; for on this [33] depends pends our Salvation. But even this must be the Gift of thy Grace:—For this Grace I now apply to Thee, to make my Love and Fear of thee the governing Principle of my whole Life:—That I may always do what I believe will please Thee:—That I may carefully avoid what I know will offend Thee:—And that I may live as having Thee the constant Witness of my Thoughts, Words and Actions.","SHOH dy jarroo yn chied as yn ard Sarey, Dy chur Graih dhyts, O Yee, lesh ooilley nyn Gree; Son er shoh ta’n [33] Saualtys ain lhie. Agh shoh hene shegin da ve Gioot jeh dty Ghraysys:—Son y Grayse shoh ta mish nish jannoo Aghin hoods, dy yannoo my Ghraih ort, as my Aggie royd, Ard-leeideilagh my Vea:—Dy voddym kinjagh jannoo shen ta mee credjal nee uss y wooiys:—Dy voddym dy kiaralagh chea veih shen ta fys aym ver Jymmoose ort:—As dy voddym my Vea y leeideil myr dy beagh uss aym son Feanish kinjagh jeh my Smooinaghtyn, my Ghoan, as my Obbraghyn."
,
"Give me a stedfast Faith in thy Word and Promises; firm Trust in thy Power.—Let the Fear of thy Justice keep me from Presumption, and a Sense of thy Goodness from Despair. Defend me from all those bewitching Snares which destroy our Love for Thee; from worldly Cares; from all sensual and sinful Pleasures; from Evil Company; from foolish Diversions, and from every thing that may make me forget, that Thou alone art worthy to be feared and loved: Grant me these Mercies for thy Son Jesus Christ his sake;—whose Love and Death we are going to commemorate. Amen.","Cur dou Credjue firrinagh ayns dty Ghoo as dty Ghialdynyn; Treishteil shickyr ayns dty Phooar.—Lhig da Aggle roish dty Chairys mish y reayll veih Daanys, as Ennaghtyn jeh dty Vieys veih Mee-hreishteil.—Jean m’y endeil veih ooilley ny Ribbaghyn cleaynagh shen ta stroie nyn Ghraih ort;—veih Kiarailyn seihltagh; veih dy chooilley Eunys foalley as peccoil; veih drogh Heshaght; veih Gammanyn ommijagh, as veih dy chooilley Nhee oddys cur orrym jarrood, dy nee uss dty lomarcan ta feeu Aggle ve goit royd as Graih er ny choyrt dhyt: Giall dooys ny Myghinyn shoh er Graih dty Vac Yeesey Creest;—yn Ghraih as y Baase echey ta shin goll dy reayll ayns Cooinaghtyn. Amen."
,[34]
,
,
[34],
SECT. V.,CAB. V.
Your Duty to your Neighbour,Dty Churrym gys dty Naboo
and Yourself.,as Hood Hene.
"THIS is the second great Command, and will require the most solemn Resolutions you can make before you go to the Lord’s Supper.","SHOH yn nah Ard Sarey, as bee eh dty Churrym dy yannoo ny Gialdynyn s’troshey oddys oo, roish my hed oo gys Shibber y Chiarn."
,
Consider therefore whether you can sincerely resolve as follows :,"Smooinee rhyt hene er-y-fa shen vod oo dy shickyr goaill ort dy yannoo, myr t’ayns shoh currit royd:"
"I dare not, I will not, be indifferent how I lead my Life.—I know what God has commanded me, and I purpose sincerely to do it.","Cha lhoys dou, ny cha bee’m meerioosagh, kys nee’m my Vea y leeideil.—Ta fys aym cre ta Jee er harey dou, as ta mee kiarail dy firrinagh y chooilleeney eh."
"I will, in the first Place, be obedient to the lawful Commands of my Superiors, and especially to those who watch for my Soul. I do sincerely purpose in all my Dealings to remember the Command given me by my Saviour,—Thou shalt love thy Neighbour as thyself.—And therefore I will make a Conscience of doing the least Wrong to any Man;—of using any Deceit, or Fraud, or Oppression; or of taking Advantage of the Ignorance, Mistakes, or Necessity of my Neighbour; knowing assuredly, that he who wrongs his Neighbour does the [35] greatest Injury to himself.—And if at any time I am convinced, that I have done him any Wrong, I will make him Satisfaction, as far as I am able, without being forced by Law,—To do unto others what I would they should do to me.","Bee’m, ayns y chied Ynnyd, biallagh da ny Saraghyn lowal ocsyn t’er my skyn, as erskyn ooilley dauesyn ta curmit lesh Kiarail my Annym.—Ta mee dy shickyr kiarit ayns ooilley my Ghellal dy chooinaghtyn er y Sarey t’er ny choyrt dou liorish my Haualtagh,—Ver oo Graih da dty Naboo myr dhyt hene.——As shen-y-fa cha lhig my Chooinsheanse dou yn Aggair sloo y yannoo da Dooinney erbee;—dy yannoo Foalsaght ny Molteyraght, ny Tranlaase; ny goaill Vondeish jeh Mee-hushtey, Marranys, ny Ymmyrch, my Naboo; dy shickyr [35] toiggal, dy vel eshyn ta jannoo Aggair da e Naboo, jannoo yn Aggair smoo da hene.—As my yioym ec Traa erbee Toiggal firrinagh, dy vel mee er n’yannoo veg yn Aggair da, nee’m Lhiassaghey da gys Rere my Phooar, fegooish ve eginit liorish y Leigh,—Dy yannoo rish feallagh elley myr baillym ad dy yannoo rhym."
"To this End, I will endeavour to live peaceably and charitably with all People; avoiding all Malice, and Revenge, and Evil-speaking, and Contention, as much as possibly I can. And I will speak the Truth at all times: and especially when I am called to my Oath, whether it be for or against my worldly Interest.","As dy yannoo shoh, nee’m my chooid share dy veaghey ayns Shee as Giastyllys rish dy chooilley Ghooinney;—shaghney wheesh as oddym dy chooilley Ghoanlys, as Cooilleen Olk son Olk, as Cooyl-chassid, as Anvea.—As loayr-ym yn Irriney ec dy chooilley Hraa: as ersskyn ooilley tra vee’m eït gys my Loo, edyr eh ve lesh ny noi my Chosney seihltagh."
"As to the Duty I owe to Myself,—I am convinced, that—my first and great Concern ought to be,—To take care of my Soul.","Er son y Currym ta mee dy liastyn dou Hene,—Ta mee credjal ayns my Chree,—Dy lhisagh eh ‘ve yn chied as y Chiarail vooar aym,—Dy ghoaill Kiarail jeh my Annym hene."
"I do therefore stedfastly purpose to lead a serious Life, as one under the Sentence of Death ought to do,—To be Sober, Temperate, and Chaste; that, when I die, I may be admitted into the Paradise of God, where no unclean Thing must enter.","Shen-y-fa ta mee dy shickyr kiarail dy leeideil Bea chrauee, myr lhisagh Fer fo Briwnys baaish,—Dy ve sheelt, sockyragh, as glen ayns cree; tra yioym Baase, dy voddym ve goit stiagh ayns Pargeiys Yee, raad nagh vel Nhee erbee neu-ghlen goit stiagh."
"To this End, I resolve to [36] keep keep a Watch over myself, that I may avoid all such Company, such Pleasures and Diversions, as may make me lose the Remembrance of Death, and the Account I must give.","Er-yn-oyr shoh, ta mee [36] kiarail dy reayll Arrey orrym pene, dy voddym shaghney ooilley lheid y Cheshaght, lheid ny Eunyssyn, as ny Gammanyn shen, as oddys cur orrym jarrood my Vaase, as yn Coontey t’orrym dy choyrt."
"I will endeavour to be content with my Condition, not coveting what is another Man’s, neither envying the Prosperity, nor taking Pleasure in the Calamities, of my Neighbour.","Nee’m y chooid share dy ve booiagh lesh my Stayd hene, cha nee troo mysh Stayd Ghooinney elley, chamoo mooaraghey Maynrys, ny goaill Boggey ayns Seaghyn, my Naboo."
"And forasmuch as a Life of Idleness and Luxury is hateful to God, I will strive to do my Duty in the State of Life, in which his Providence has placed me; not flattering myself, that I do no Evil, when I do no Good in my Generation,—lest the Sentence upon the unfruitful Tree be passed upon me,—Cut it down, why cumbereth it the Ground?","As son wheesh as dy vel Bea litcheragh, as Soaïlid, dwoaiagh gys Jee, nee’m streeu dy chooilleeney my Churrym, ayns y Stayd Bea shen, ayn ta e Ard-chiarail er my hoiaghey; cha nee dy volley mee hene lesh  Smooinaghtyn, nagh vel mee jannoo veg yn Olk, tra nagh vel mee jannoo veg y Vie ayns my Heeloghe, er-aggle dy bee Briwnys y Villey neu-vessoil currit orrym,—Giare sheese eh, cre’n-fa te goaill seose room Hallooin?"
"These Duties I will endeavour to perform, as a Proof of the Love and Reverence I bear to God, who is so good as to accept of my Repentance, and a sincere, tho’ imperfect Obedience.","Ny Curmyn shoh neem’s streeu dy chooilleeney, myr Prowal jeh’n Ghraih, as jeh’n Arrym ta mee cur da Jee, eh ta cha mie as dy yannoo Soiaghey jeh my Arrys, as jeh my Viallys giare agh ynrick."
"And if through Weakness, Temptation, or sudden Surprize, I shall be so unhappy as to forget any of these Resolutions, [37] and fall into Sin, I will, as soon as I perceive it, beg God’s Pardon, and be more careful for the Time to come.","As my haghyrys dou trooid Annooinid, trooid Miolaghey, ny Doal-taittym, ve cha mee-vaynrey as dy yarrood veg jeh [37] ny ny Gialdynyn mie shoh, as dy huittym ayns Peccah, cha leah’s vees Toiggal aym jeh nee’m Leih y hirrey er Jee, as bee’m ny s’kiaralee son y Traa ta ry heet."
"Now; if your Conscience can witness for you, that you piously purpose to live after this Manner, you may safely go to the Lord’s Table, and the Blessing of God will go along with you.","Nish, my oddys dty Chooinsheanse hene Feanish y ymmyrkey lhiat, dy vel oo dy crauee kiarail dy veaghey er yn Aght shoh, foddee oo dy sauchey goll gys Boayrd y Chiarn, as hed Bannaght Yee mayrt."
"Go no farther till you have considered these Purposes again; for they are to be the Purposes of your whole Life, and of every Day of your Life.—","Ny gow ny sodjey ec y Traa shoh, derrey t’ou ayns dty Chree er n’gholl harrish ny Gialdynyn shoh reesht; son t’ad dy ve Gialdynyn dty slane Vea, as Gialdynyn dy chooilley Laa jeh dty Vea.—"
,
"And then address yourself to God,—that, thro’ his gracious Assistance, they may make the most lasting Impression upon your Mind.","As eisht gow dty Phadjer gys Jee,—trooid yn Chooney ghraysoil echeysyn dy vod ad ve dy dowin fraueit ayns dty Chree."
,
The PRAYER.,Yn PHADJER.
,
"GRacious God, who hast given us Precepts, and an Example to walk by, let the Remembrance of them be always seasonably present with me.—Give me Grace to practise them conscientiously,—To reverence my Betters, and all that are in Authority, and especially such as are ordained to pray for, and to bless, us in thy [38] Name.—Let my Love for Thee, and for my Neighbour, keep me from all Acts of Injustice, or Injury to his Body, or good Name:—Let me never wilfully vex or trouble him;—Never covet what is his, or envy his Prosperity. May I ever be ready to help and comfort all such as are in Distress.—Give me Grace to be faithful in all Things committed to my Trust: —That I may never pervert Truth and Justice;— never propagate Slander, or raise evil Reports, nor ever tempt others to Sin. Give me the Spirit of Temperance and Chastity, and grant that I may never provoke Thee by any Instance of Uncleanness, to shut me out of Heaven, where no unclean Thing can enter.—Give me Grace so to order my Conversation, that I may encourage others to live as becomes the Gospel of Jesus Christ; for whose Sake I beg to be heard. Amen.","YEE ghraysoil, oo ta er choyrt dooin Saraghyn as Sampleyr dy immeeaght lioroo, lhig da Cooinaghtyn jeu ayns Traa my Eme ve dy kinjagh marym.—Cur Grayse dou dy eiyrt daue dy cooinsheansagh,—Dy chur Ammys dauesyn t’er my skyn, as dauesyn ooilley ta ayns Pooar, as erskyn ooilley dauesyn ta er nyn gasherickey dy ghoaill [38] Padjer er nyn son, as dy vannaghey shin ayns dty Ennym.—Lhig da my Ghraih dhyt’s, as da my Naboo, mish y reayll veih dy chooilley Obbyr dy Neu-chairys, ny dy Aggair y yannoo da’n Chorp, ny’n Ennym mie echey:—Ny lhig dou dy bragh er my Yioin eh y heaghney ny ‘voirey;—Gyn dy bragh Saynt y chur da ny ta leshyn, ny mooaraghey yn Vaynrys echey.—Lhig dou dy bragh ve arryltagh dy chur Cooney as Gerjagh dauesyn ooilley ta ayns Seaghyn.—Cur Grayse dou dy ve treishteilagh ayns dy chooilley Nhee t’er ny choyrt er my Churrym: Nagh jean-ym dy bragh cassey Ynrickys as Cairys;—gyn dy bragh cur Scammylt er y hoshiaght, ny drogh-ghoo y hroggal, ny dy bragh feallagh elley y violaghey gys Peccah.—Cur dou yn Spyrryd dy Heeltys as dy Ghlennid, as giall nagh jean-ym dy bragh oo y vrasnaghey lesh Sayntyn ny foalley, dy yeigh mee mooie ass Niau, raad nagh vod Nhee erbee neu-ghlen goll stiagh.—Cur dou Grayse myr shen dy ymmyrkey my Vea, dy voddym feallagh elley y ghreinnaghey dy veaghey myr ta cooie da Sushtal Yeesey Creest, er yn Ghraih echeysyn ta mee guee dy v’er my chlashtyn. Amen."
SECT. VI.,CAB. VI.
"The next Thing you are to enquire into is, whether you have A lively Faith in God’s Mercy thro’ Christ.","Yn nah red t’ou dy vriaght ayn ta, Vel Credjue bioal ayd ayns Myghin Yee trooid Creest."
"NOW, because so very much depends upon our having such a Faith,—the Holy Ghost has given us all the Arguments,—all the Assurance,—that our Hearts can desire. ","NISH, kyndagh dy vel wheesh lhie er lheid y Chredjue ‘ve ain,—ta’n Spyrryd Noo er chur dooin dy chooilley Resoon,—dy chooilley Hickyrys, oddys nyn Greeaghyn y hirrey."
"God so loved the World, that he spared not his own Son, (saith the Apostle) but gave him up for us all,—Rom. viii. 32.—Can there be a greater, a surer, Pledge of the Love of God for his poor Creatures?—He made him to be Sin (that is, a Sin-offering):—He delivered him to Death in our stead:—Can we after this doubt of, or distrust, the Mercy of God?","Hug Jee lheid y Ghraih da’n Theihll, nagh haghyn eh e Vac hene (ta’n Ostyl gra) agh livrey eh seose eh er ny son ain ooilley, Rom. viii. 32.—Vod Gioal smoo, Gioal shickyree y ve jeh Graih Yee da e Chretooryn boghtey?—Ren eh eh y yannoo ny Pheccah (ta shen, ny Oural son Peccah):—Livrey eh eh gys Baase ayns yn ynnyd ainyn:—Vod mayd lurg shoh dooyteil jeh, ny Mee-hreishteil y yannoo er Myghin Yee?"
"Observe the Method St. Paul takes to confirm our Faith, by giving us the strongest Proofs of our Acceptance with God.—God, saith he, commended his Love to us, in that, while we were Enemies, we were reconciled to Him, by the Death of his Son.—Much more, being [40] reconciled, we shall be saved by his Life,—Rom. v. 10.—What may we not, after this, hope for from God?","Gow Tastey jeh’n Aght ta’n Noo Paul goaill dy niartaghey nyn Gredjue, liorish coyrt dooin ny Prowallyn s’troshey dy vel Soiaghey er ny yannoo j’in liorish Jee.—Ta Jee, as eshyn er hoilshaghey magh e Ghraih hooinyn, son choud as va shin ayns Stayd dy Noidys, my va shin coardit rish Jee, liorish [40] Baase e Vac.—Foddey smoo, myr ta shin nijsh goit stiagh gys Shee, vees mayd er nyn sauail liorish e Vioys, Rom. v. 10. Lurg shoh cre nagh vod mayd jerkal rish veih Jee?"
,
"In short, Jesus Christ has redeemed us from the Curse of the Law.—Thro’ him we have Peace with God.—Rom. v. 1.—This is the only Foundation of our Faith, our Hope, and Confidence.—He is our Sacrifice, our Mediator, our Advocate; the Knowledge of which ought to remove all Occasions of Despair and Fear, from the Displeasure of God.","Ayns Focklyn giarey, Ta Yeesey Creest er chionnaghey shin reesht veih Mollaght y [2]Leigh.—Ny hrooidsyn ta Shee ain rish Jee, Rom. v. 1. She shoh ynrycan Undin nyn Gredjue, nyn Dreishteil, as nyn Shickyrys.—She eshyn yn Oural ain, nyn Sheealtagh as nyn Vendeilagh; as lhisagh Tushtey jeh shoh scughey voïn dy chooilley Oyr jeh Mee-hreishteil, as Aggle veih Jymmoose Yee."
"Indeed, if we should attempt to go to God, without an Interest in Christ, we could hope for nothing but to be rejected; but when we go to him, as redeemed by his own Son,—and represent to him, as we do in this Holy Sacrament, what He has done and suffered for us, we approach Him as intirely reconciled to us.","Dy jarroo, dy goghe shin orrin dy gholl gys Jee, fegooish Cairys y ve ain ayns Creest, cha voddagh shin treishteil son monney, agh dy v’er ny yiooldey voish; agh tra ta shin goll huggey, myr livreit liorish e Vac hene,—as soilshaghey roish, myr ta shin jannoo ayns y Sacrament shoh, cre T’eh er n’yannoo as er hurranse er nyn son, ta shin tayrn er-gerrey da myr dy slane coardit rooin."
"But then you must remember, that he gave himself for us, and hath redeemed us from the Power of the Devil, for this End, that he may purify unto himself a People consecrated to his Service.—Consecrate therefore yourself [41] to Jesus Christ, and with faithful Abraham stagger not at the Promises of God: but go to this Sacrament with a full Assurance of Faith, that God will pardon your Sins, and give you all the Graces you shall stand in need of.—Only remember, that this Faith it self is the Gift of God, and must be prayed for, for Christ’s Sake; which you may do after this manner:","Agh eisht shegin cooinaghtyn, dy dug eh eh-hene er nyn son, as dy vel eh er chosney shin veih Pooar y Drogh-spyrryd, son yn Oyr shoh, dy chasherickey da hene Pobble aggindagh gys e Hirveish.—Shen-y-fa jean oo hene y chasherickey gys [41] Yeesey Creest, as marish Abraham slane credjuagh ny jean Mee-hreishteil er Gialdynyn Yee; agh immee gys y Sacrament shoh lesh slane Shickyrys dy Chredjue, dy jean Jee dty Pheccaghyn y leih, as dy der eh dhyt dy chooilley Ghrayse t’ou ayns feme jeh.—Agh cooinee dy nee yn Credjue shoh hene Gioot Yee, as shegin Padjer ve jeant er y hon, er Graih Chreest; shen oddys oo y yannoo er yn Aght shoh:"
,
The PRAYER.,Yn PHADJER.
,
"I Beseech Thee, O God, by that Love which moved Thee to give thine own Son for lost Mankind, give me a Faith in thy Promises for his Sake, as firm as thy Word, on which my Faith is grounded:—And let me never presume upon thy gracious Promises without sincerely endeavouring to perform the Conditions on which they were made, and without being zealous of good Works, for which we were redeemed.—May the Remembrance of my Saviour’s Love, and of thy great Mercy, be ever seasonably present with me, to keep me from Despair, and may my Faith in thy Promises support me at the Hour of [42] Death!— May my Redeemer be my Refuge, his Blood and Merits plead for me, that I may have my Lot and Portion with those whom he hath purchased with his most precious Blood! Amen.","TA mee guee ort, O Yee, liorish y Ghraih shen ren oo y veiyghey dy chur dty Vac hene son Sheelnaue caillit, dy chur dooys Credjue ayns dty Ghialdynyn er y Ghraih echeysyn, cha shickyr as ta dty Ghoo, er shen ta my Chredjue troggit:—As ny lhig dou dy bragh Daanys y yannoo er dty Ghialdynyn graysoil, agh dy creeoil streeu dy chooilleeney ny Conaantyn orroo v’ad jeant, as dy ve feer jeean er Obbraghyn mie, son yn Oyr shoh hooar shin Livrey-ys.—Lhig da Cooinaghtyn jeh Graih my Haualtagh, as jeh dty Vyghin’s vooar ve dy kinjagh marym, dy my reayll veih Mee-hreishteil, as lhig da my Chredjue ayns dty Ghialdynyn m’y niartaghey ec oor y [42] Vaaish!—Lhig da my Er-kionnee ve my Chemmyrk, e Uill as e Hoilchinys loayrt er my hon, dy vod my Chronney as my Ayrn y ve aym maroosyn t’eh er chosney lesh e Uill smoo gheyr! Amen."
,
SECT. VII.,CAB. VII.
Whether you have a thankful Remembrance of Christ’s Death:—This is the next Thing you are to inquire into.,Vel Cooinaghtyn booisal ayd jeh Baase Chreest:—Shoh yn nah Red t’ou dy vriaght ayn.
"NOW this will always bear some Proportion to the Sense you have of the Evil he has delivered you from, and the Blessing he has by his Death procured for you.","NISH nee shoh ayns Ayrn, kinjagh coardail rish yn Ennaghtyn t’ayd jeh’n Olk t’eh er livrey oo veih, as jeh’n Bannaght t’eshyn liorish e Vaase er chosney dhyt."
"Consider therefore yourself as a poor, sinful, lost, undone Creature, without a Redeemer.—Consider what that Redeemer has done for you—What he did, and what he suffered, when he took upon himself to answer for the Sins of Men.","Shen-y-fa jeeagh ort hene myr Cretoor boght, peccoil, caillit, naardey, fegooish Fer-kionnee.—Smooinee dy dowin cre ta’n Fer-kionnee shen er n’yannoo er dty hon—Cre ren eh, as cre hur eh, tra ghow eh er hene dy reggyrt son Peccaghyn Deiney."
,
"Consider that he was the Son of God, that had done no Wrong, neither was Guile found in his Mouth; notwithstanding this, being to answer for Sinners, He was treated and punished as a Sinner deserves to be:—He was despised!—[43]Set at naught!—Persecuted and rejected by his own People, whom he came to redeem!","Smooinee myrgeddin dy nee Mac Yee v’eh, nagh row er n’yannoo veg yn Aggair, ny chamoo va loght er ny gheddyn ayns e Veeal; ny-yeih, myr v’eh dy reggyrt son Peccee, v’eh deyrit as kerrit, myr ta Kimmagh toilchin:—V’eh oltooanit!—[43]Soit beg jeh!—Tranlaasit as jiooldit rish liorish e Phobble hene, haink eh dy livrey! "
"He was betrayed by his own Disciple; falsly accused! —Unrighteously condemned!—Unmercifully scourged!—Had a Murderer preferred before him! —Was crucified as a Malefactor; and in the very midst of his Torments, was most inhumanly reviled!","V’eh er ny vrah liorish yn Ostyl echey hene; Plaiynt foalsey jeant n’oi!—Dy neu-chairal er ny gheyrey!—Dy neu-vyghinagh er ny scuitchal!—Va Soiaghey jeant jeh Dunver roish!—V’eh er ny chrossey myr Drogh-yantagh; as ayns Mean e Horchaghey, v’eh dy neu-ghooghyssagh oltooanit!"
"Consider the Reason of all this.—It was not only to satisfy the Justice of God for the Sins of Men, and procure their Pardon upon their Repentance and future Obedience; but also to shew Mankind, what Treatment Sin and Sinners, who have rebelled against their Maker, do deserve;—And teach us when God orders or permits us Sinners to undergo such Indignities and Afflictions, in this our State of Trial, that we ought to take our Cross patiently, as our Redeemer did; and be content, and even pleased, to fulfil the Will of God, in following his Example in his Sufferings in this Life, that we may be partakers of his Glory in the next.","Gow Tastey jeh’n Oyr va son shoh ooilley.—Cha row eh ny lomarcan dy yannoo Cooilleen da Cairys Yee son Peccaghyn Deiney, as dy gheddyn Pardoon daue er nyn Arrys as nyn Miallys son y Traa va ry heet; agh myrgeddin dy hoilshaghey da Sheelnaue, cre’n Kerraghey va Peccah as Peccee dy hoilchin, v’er n’irree-magh noi nyn Ver-croo;—As dy ynsaghey dooin tra ta Jee goardrail ny surranse dooinyn Peccee dy huittym fo lheid ny Scammyltyn naareydagh, as Seaghyn, ayns shoh nyn Stayd dy Phrowal; dy lhisagh shin nyn Grosh y ymmyrkey dy surransagh, myr ren nyn Ver-kionnee; as ve booiagh, as dy jarroo boggey y ghoaill, dy chooilleeney Aigney Yee, ayns geiyrt er y Sampleyr echey ayns e Hurranse ‘sy Vea shoh, dy vod mayd ve goaill Ayrn jeh e [44] Ghloyr ayns y Vea ta ry heet."
[44],
"In the next Place, consider the Blessings which Jesus Christ hath by his Death obtained for us.—He hath delivered us from the great Power which the Devil had over Mankind, by procuring us Grace to resist and overcome him.—He hath prevailed with God—To overlook the Untowardess of our Nature; To pardon our greatest Offences upon our true Repentance:—And being by his Death reconciled to God, we have, for his sake, free Liberty to apply to him, as Children to a Father, for what we stand in need of.","Ayns y nah Ynnyd, Gow gys dty Chree ny Bannaghtyn ta Yeesey Creest, liorish e Vaase, er chosney dooin. T’eh er livrey shin veih’n Phooar vooar v’ec y Drogh-spyrryd harrish Sheelnaue, liorish Grayse y chosney dooin dy hassoo n’oi as dy gheddyn y varriaght er.—T’eh er gheddyn veih Jee—Dy ve erreeishagh gys Annooinid y Dooghys ain; Dy leih dooin nyn Loghtyn smoo er nyn Arrys firrinagh:—As myr shoh coardit rish Jee liorish e Vaase, dy heet huggey, myr Cloan gys Ayr, dy hirrey ny ta shin dy ymmyrch."
,
