Manx,English
"as uss as shinyn nish spooillit jeh nyn ghloyr,  [652]","and you and we are now robbed of our glory,"
eebyrtyt sheese ’sy diunid agglagh shoh,exiled down to this awful abyss
"dy bragh ayns pian as torchagh dy ve bio,  [653]","for ever to live in pain and torment,"
"ny yeih, c’wooad share eh, tra t’ain foast nyn mree,  [654]","nonetheless, is it any better, while we still have our energy,"
"nyn niart, keeayll as schlei, aigney seyr, as cree, ","our might, intelligence and craft, free will, and courage,"
"dy chaggey bra, er-chee cooilleen y ghoaill, ","to fight on for ever, looking to take revenge"
"myr share dy vod mayd, er son mooads nyn goayl.’","as best we can, for the extent of our losses?’"
,
[SATAN],[SATAN]
"‘Ard-ainle,’ dooyrt Satan, ‘mannagh vreill mayd cree,","‘Archangel,’ said Satan, ‘unless we keep our courage,"
"s’merg dooin ve bio, ayns craid ec flaunyssee! ","woe to us, to live, suffering the mockery of Heaven-dwellers!"
"Shoh, shoh nyn geeayll, lhig shoh ve nyn giarail:  [655]","This, let this be our design, this, our intention: "
"dagh olk y yeearree, dagh mie y hreigeil, ","to desire every evil, to spurn every good thing,"
"as my ta Jee chee mie veih olk y hayrn,    [656]","and if God seeks to draw good from evil,"
mie ’yannoo olk: lhig shen ve’n yeearree ain.,to make good evil: let that be our desire.
"As mannagh bee shoh veg y vondeish dooin,","And even though this prove of no benefit to us, "
foast bee eh crosh wooar dasyn t’er nyn skyn.’,it will still be a great cross for him that is above us.’
,
Eisht hilg eh ’hooillyn eulyssagh mygeayrt,Then he cast his raging eyes around 
choud’s oddagh spyrryd ronsagh lesh e reayrt.,as far as a spirit can search with his sight. 
"Ayns shoh hee eh [yn] logh dy vrimstone lheit,    [657]","Here he sees the lake of molten brimstone,"
ayns shen reesht sleijyn sniaghtee garroo ceauit.,there again mountains of precipitated hailstones.
"Boayl elley, dorghys, torcan, jaagh, plooghane,","In another place, darkness, vapour, smoke and fume,"
as geayghyn cassee rollal aile nyn mean.   [658],and whirlwinds rolling fire in their midst.
"Cha b’leayr da ayn agh olk sthill smoo as smoo,","He could discern in it only evil ever greater,"
agh chiare eh foast nagh beagh e chree veg sloo.,but yet he determined his courage would be no less. 
Millaghyn d’ainlyn va keayrt flaunyssagh,Millions of angels that were once celestial 
"va roish e hooillyn, seiyt ayns aile as jaagh.     [659]","were before his eyes, tumbled in fire and smoke."
"Dy voghe ad baase, gys veg v’er nyn jyndaa, ","They wished now that they could die, be turned to nothing,"
"wooishagh ad nish, agh begin ve bio dy bra. ",but they would have to live forever.
Eisht dooyrt eh reesht rish e yeih heshey hene:   [660],Then he said again to his own good comrade: 
,
[SATAN],[SATAN]
"‘Vraar dooie, cre’n-fa ta shin cumrail fo pian","‘Dear brother, why are we restrained under the pain"
yn faarkey dowil shoh? Heem’s nagh vel y thooilley ,of this cruel ocean? I see this fiery flood is not
aileagh shoh skeaylt trooid magh y diunid ooilley.’,spread throughout all of the abyss.’
,
"Son troggal seose ny syrjey d’akin veih,","For, rising up higher to look from it,"
"honnick eh eaynagh lhean jeh stoo gyn lheie,   [661]","he saw a broad wilderness of unmolten matter,"
"ny my ve keayrt lheit, nish va’n aile ceaut ass, ","or if it were once molten, now the fire was put out from it,"
as y scrioge eaghtyr creoi myr lhiack dy phrash.  [662],"and the crust, a hard surface, like a slab of brass. "
,
[SATAN],[SATAN]
"‘Jeeagh shid,’ dooyrt eshyn, ‘eaynagh feayn as lhean, [663] [664]","‘Look over there,’ he said, ‘a wild and broad wilderness, "
"grou, quaagh, as eajee, gyn aile, gyn soilshean, ","gloomy, alien, and hideous, without fire, without light,"
"agh yn falleays ta’n lossey shoh dy cheau,","except the faint light this burning is casting,"
myr te er baare y tooilley gorrym creau. ,as if it is a quivering on the top of the blue flood.
"Trog ort, hooin roïn. Foddee dy vow mayd aash,","Rise up, let us go on. Maybe we shall get rest,"
my t’aash nyn gowir ayns ynnyd ta cha faase.  [665],if there is any rest for us in a place so abject.
Ayns shen nyn booaryn trimshagh haglys hooin,There our dejected forces will gather to us
as gow mayd coyrle myr share nee coardail rooin.’ ,and we shall consult what best we can agree on.’
,
Myr shoh hrog ad nyn skianyn er yn aer  [666],Thus they raised their wings upon the air
"getlagh dy leah, gys fooar ad greme er laare,","flying swiftly, until they got a foothold on the ground,"
credjal dy moal dy nee trooid pooar nyn mree,foolishly believing that it was through the power of their energies
"scape ad y lake, cha nee trooid surranse Yee.    [667]","they had escaped the lake, not through God’s consent."
,
[SATAN],[SATAN]
"‘O, nee shoh’n cummal, O, nee shoh’n reih boayl   [668]","‘Oh, is this the dwelling, Oh, is this the best place "
"shegin dooin y ghoaill, ynnyd reeriaght cha gial?’ ","we must accept, instead of a kingdom so bright?’"
"dooyrt y traitoor. ‘O, ’n coonrey ta ro gheyr","the traitor said. ‘Oh, the exchange is too dear"
dy v’er ny hurranse liorish aigney seyr!,to be endured by a free mind!
Nyn gooyl rish Niau nish; Niurin t’ain myr reih.,Our backs to Heaven now; Hell is ours by choice.
"Lhig Jee reill heose. Myr sodjey ta shin veih,","Let God reign above. The further we are from him, "
wheesh shen share dooin; agh mish cha der da geill.,the better it is for us; but I will not give him heed.
"Ayns shen lhig dasyn, ayns shoh neem’s sthill reill.","There let him reign, I shall always do so here."
"Agh hee’m ad va nyn sheshaght dooie ayns Niau,  [669]",But I see those that were our faithful companions in Heaven 
foast nyn biantanee ’sy logh aileagh snaue. ,"still groaners, swimming in the fiery lake."
"Nee’m geamagh orroo hooin, dy ghoaill nyn ayrn","I’ll call them to us, to take their share "
jeh’n aash fardalagh t’ayns y voayl shoh ain.’,of the futile respite that’s in this place we have.’
,
"Er shoh e chliwoo chiangle eh gys e lhiattee,","Thereupon his sword he girded to his side,"
"lurg da ve coamrit lesh slane eilley-chaggee,","after being arrayed with full battle armour,"
"as myr croan-lhuingey va’n shleiy v’ayns e laue,  [670]",and like the mast of a ship was the spear in his hand 
dy chooney lesh dy heet ny sniassey daue.   [671],to help him come closer to them.
"Eisht shassoo ard er beinn y vooiragh chreoi, ","Then standing high on a peak of the hard shore,"
"yn lake heese fo tilgey seose aile ny oï,","the lake down below hurling up fire against him,"
"heid eh yn cayrn hug er y diunid craa,","he blew the trumpet that made the abyss tremble,"
’s ny piantee v’ayn hug enn er e choraa,and the tormented who were there recognised his voice
"geamagh daue cheet dy akin reesht nyn gione,","calling to them to come to see their chief again,"
gialdyn daue kemmyrk rere y phooar va ayn. ,promising them refuge insofar as there was power in him [to provide it].
"Lesh boggey mooar hug ad da’n sumney geill,","With great rejoicing they heeded the summons,"
goaill foddeeaght nyn ree reesht y veeiteil.,longing to meet their king again.
Milley thousane dy veeilaghyn ayns towse,A million thousand miles in distance
"veih beinn ny Maynrys v’ad er duittym neose, ","from the peak of Joy they had fallen down,"
"taarnagh as chentyn gimman ad ersooyl,","thunder and lightning driving them away, "
"sheese trooid yn dowin, gyn soiljey roish nyn sooill, ","down through the deep, lightless before their eyes,"
"aile lostee Niurin blazal seose mumboo,    [672]","the burning fires of Hell blazing up around them,"
as tonnyn brimstone lheit son lhiabbee foue.    [673],and waves of molten brimstone for a bed beneath.
"Nyn dappey voue, ’sy lostey v’ad nyn lhie,   [674]","Distracted, they lay in the burning,"
"gyn geill da pian, gyn cooinaght mie ny sie,    [675]","without heed for pain, without memory of good or bad,"
"gys haink feiyr trump nyn emp’ror gys nyn gleaysh,  [676]",until the noise of their emperor’s trumpet came to their ears
cur bioys ayndoo as ennaght jeh nyn geays.     [677],putting life in them and a consciousness of their ordeal. 
"Er skianyn eddrym jerree ad jeh’n aile,    [678]","On light wings they rose from the fire,"
"cha chiu ’s ny locustyn ayns reeriaght Nile, ","as thick as locusts in the kingdom of the Nile,"
"trooid pian y jaagh, dorraghys, as plooghane, ","through the torment of the smoke, darkness, and fumes,"
"stiure ad nyn raad, leeidit lesh feiyr y chayrn, ","the steered their way, guided by the sound of the trumpet,"
"gys y vroogh hir’m, raad lhig ad er nyn skeeys,  [679]","to the dry bank, where they relieved their weariness,"
"ayns slane kiarail nyn ree reesht y hirveish,","in full determination to serve their king again,"
"smooinaght dy row ad rish nyn dorchagh rey,","thinking that they were rid of their torment,"
dy voghe ad reesht son nyn leeideilagh eh. ,[and] that they would get him as their leader again.
Foast rey rish shen cha row ad; ayns nyn gree ,Yet they were not rid of that [their torment]; in their hearts
"va beishteig bio, ’s er nyn gooinsheanseyn gee,","there was a worm living, and gnawing on their consciences,"
"er nyn doilliu smooinaght, as er nyn goayl.","thinking about their deserts, and on their losses."
Niurin son Niau! S’treih’n coonrey begin daue ’ghoaill!,Hell for Heaven! How wretched the exchange they must accept!
As shoh fo’n Drogh-Yeih ren ad hene y reih.,And this under the Evil One they themselves had chosen. 
"Huggey v’ad goll, jerkal son kemmyrk veih, ","To him they were going, hoping for refuge from him,"
"ryd v’eh hene feme; ga foast nagh goghe eh rish,","a thing he himself needed; although he would not yet admit it,"
e chree ard creoghit ayns e vooaralys.,his high heart hardened in his arrogance.
Eishtagh dagh Pooar hayrn seose e heshaght reesht ,Then every Power drew up his company again
"va fo ayns Niau, roish my row’n magher brisht, ","that was under him in Heaven, before the field was routed,"
"nyn armyn scooirt, culleeyn ard ren craa,   [680]","their weapons polished, banners waved high,"
"as kiaull myr roish cah noa, fud dagh sheshaght va. [681]",and throughout each company there was music as before a new battle.
"Nish gys yn armee chaglit er y voayl, ","Now to the army gathered on the place,"
"fo armyn sollys, haink y general, ","under gleaming arms, came the high command,"
"Satan myr ree ard, Beelzebub waiteil, ","Satan as high king, Beelzebub attending,"
(eshyn va’n prince by-niassey da va reill). ,—he was the prince who was next to him in supremacy.
"Ree ard, dooyrt mee, agh hee oo er e vaaish   [682]","High king, I said, but you see on his forehead "
"boittal doo stermagh, ginsh cre’n beggan aash ","a stormy black cloud, telling what scant rest"
"v’eh jerkal rish, ga va’n slane armee bio, ","he expected, even though the whole army was revived,"
as beg as mooar reesht booiagh shirveish fo. ,and small and great again eager to serve under him.
"Lesh cree mooaralagh hug eh oltagh-bea,   [683]",With a haughty heart he gave a welcome
rere mooads e phooar ’syn ynnyd agglagh v’eh.,"as befitting as he was able to, in the fearsome place he found himself. [684]"
Yn cullee reeoil oardit va ve soit ,"The royal standard was ordered to be set up,"
"as ‘Ree mooar Niurin’ enmyssit ve eït,   [685]","and ‘Great King of Hell’, was the name to be shouted, "
kiarit dy beagh ad chammah ’s flaunyssee ,resolved they should be as good as Heaven-dwellers
"’sy diunid ghoo, as lane y chur fo Jee. ","in the black abyss, and to defy God."
,
"As eisht va Mamon, ard-ainle dowin ayns schlei   [686]","And then Mammon, an archangel deep in the skill"
"dy gheddyn berchys, by-chummey cre’n boayl veih,   ","of acquiring wealth, no matter from where,"
"stiagh er ny eam, as er ny churt ayns pooar, ","was summoned, and placed in command,"
dy ronsagh magh trooid ooilley’n diunid wooar ,to search thoroughly throughout the great abyss 
"son claghyn ooasle, pearlyn, argid, ’s airh, ","for precious stones, pearls, silver, and gold,"
ta fud sheelnaue nish coontit ve cha deyr. ,that are now throughout mankind reckoned so valuable.
,
"Ny jean uss craid moom, son dy vel mee screeu",Do not mock me because I write 
"jeh ryd ve credjit, er-lhiat nagh vel feeu: ",of something to be believed that you consider incredible:  [687]
airh ve ayns Niurin. Baare y plague shen ve ,gold being in hell. It would be better for that curse to be 
"foast ayns yn diunid. Cha beagh wheesh d’anvea,  ","still in the abyss. There would not be so much discord,"
"streeu, caggey, murdyr, noidys, looghyn oaie,   [688]","strife, fighting, murder, enmity, perjury, "
"baase naaragh mennick, as lheid y jummal-sleih.  [689]","shameful death, frequently, and such waste of people."
"Mamon ’s e heshaght, ta mee gra, chie sheese ","Mammon and his company, I say, went down"
"’sy diunid ghoo, dy chur lieu berchys neese ","into the black abyss, to bring riches up"
"dy hroggal cooyrt ny plaase gloyroil da’n ree, ","to build a court or a glorious palace for the king,"
"feeu er y hon, as dy ve goll-rish Jee. ","worthy of him, and for him to be like God."
Thousaneyn sp’ryd va schleial myr v’eh hene   [690],Thousands of spirits that were skilful like himself
hug Mamon lesh dy gheddyn magh y veayn.  [691] ,Mammon brought to search out the ore.
"Hyndaa ad sleijyn, cruink, as creggyn creoi, ","They turned over mountains, hills, and hard rocks,"
chaglym yn stoo va’n aile er scarrey roïe: ,gathering the material the fire had previously dispersed:
"airh, argid, coppyr, [stainney], yiarn, as prash,    [692]","gold, silver, copper, tin, iron, and brass,"
as dagh stoo share dod ad y gheddyn ass. ,and every best material they could get out of it [the ground].
"Eisht hrog ad cooyrt ny plaase gloyroil da’n ree, ","Then they built the glorious court or palace for the king,"
ny pearlyn sollys jannoo laa jeh’n oie. ,the gleaming pearls making day of the night.
"Jeant, hrog ad lhieu yn buildal slane myr ve   ","When it was made, they carried up with them the complete building as it was, "
"as da nyn mainstyr hug ad jeh livrey, ",and gave delivery of it to their master.
"Er yn eaynagh feayn ghow eh mooads jeh’n rooym, ","On the vast wilderness it took up a large part of the space,"
’s vaisht ad e ennym Pandemonium.  [693],and they baptized it with the name of Pandemonium.
Nish ayns y chooyrt shoh chum ad ard-choonseil ,Now in this court they held a high council about
cre’n aght myr bare yn reeriaght noa y reill.,how best to govern the new kingdom.
Ny Pooaryn b’yrjey eït ren chaglym stiagh ,"The highest Powers, summoned, gathered in"
"dy chlashtyn aigney’n ree ard, mooaralagh.","to hear the will of the high, arrogant king."
"Fooar ad eh ny hoie er chaayr ard-reeoil,   [694]","They found him seated on an imperial throne,"
"as ayns e laue yesh, cummit seose lorg-reill. ","and in his right hand, a sceptre held up."
"Myr v’ad nyn shassoo er dagh laue dy chiu, ","As they stood densely all around, "
lesh goan bane brynnagh myr shoh loayr eh roo.  [695],with deceitful flattery he addressed them thus.
,
[SATAN],[SATAN]
"‘Phrinceyn gloyroil, ayns Niau ren shassoo lhiam   [696]","‘Glorious Princes, who in Heaven stood with me"
"dy chosney’n crown, ar-lhieu, lhisagh ve aym, ","to win the crown you believed should be mine,"
"erriu hene jeeagh-jee, ’s er nyn earroo mooar, ","look at yourselves, and on your great number, "
"er foays nyn schlei, nyn stoo, nyn niart, as pooar,  [697]","at the value of your skill, your substance, your might, and power,"
"shiuish ooilley cooidjagh, va myr whoilleen Jee,   [698]","all you together, that were like so many Gods,"
"jeh dooghys beayn, nagh vod ve er ny stroie. ","of an immortal nature, that cannot be destroyed."
"Mish mêriu neesht, mish ayns nyn doshiaght va. ","I was with you too, it was I was at your head. "
Oh! quoi heillagh nagh gosnagh shin y laa? ,Oh! Who would imagine that we wouldn’t win the day?
"Agh ree ny Maynrys, keiltyn rieau e niart ","But the king of Joy, ever concealing his might"
"er nagh row fys ain gys y laa ve tryit,    [699]","that we didn’t know about until the day it was tested, "
"ren shin y volley! Ooilley-niartal t’eh,   [700]","deceived us! Almighty he is,"
"shegin dooin goaill-rish, as lhig eh myr shen ve. ",we must admit it; and let him be so.
"Ta jeant rooin hannah ny oddys rooin ve jeant, ","What can be done to us is done already,"
as cre’n chouyr t’ain dy accan ny dy phlaiynt?    [701],and what help is it to us to lament or to complain?
"Myr jeeghyn bio foast ta shin, as whoilleen. ","We are still like living gods, and so numerous."
"Cur-jee nyn goyrle, cre’n aght yiow mayd cooilleen.","Give your advice, how we may take revenge."
Nee caggey foshlit share dooin reesht y reih  [702],"Is open warfare our best choice again,"
dy chosney’n eiraght ta shin tilgit veih? ,to win back the inheritance we are cast out from?
"Ny surranse tammylt, gys, trooid crout ny keeayll, ","Or to endure a while, until, through guile or wit,"
oddys mayd sneih ’chur ersyn heose ta reill?’,we can harm him that reigns above?’
,
Scuir y traitoor. Eisht fer cha eulyssagh,The traitor ceased. Then one as furious
"as eulys hene, as roïe ree flaunyssagh ","as fury itself, and previously a celestial king"
"fo’n Ooilley-niartal, agh hyndaa ny noid ","under the Almighty, but who turned into a cruel fiend "
"dowil marish Satan, moyrnagh ass e stayd, ","with Satan, proud of his state,"
"—Molock va ’ennym— hug eh’n choyrle shoh daue, ","—Moloch was his name— he offered them this suggestion,"
mychione y chooish hrome va oc nish ayns laue. ,concerning the weighty matter they now had in hand.
,
[MOLOCK],[MOLOCH]
"‘Er my hons,’ dooyrt eh, ‘feer voal rieau va mee  [703]","‘As for me,’ he said, ‘I was always very slow"
lesh foall ny crout dy ghoaill vondeish erbee.   [704],to take any advantage with deceit or tricks.
"Lhig daue shen ’chliaghtey, quoi erbee t’ayns feme.",Let whoever needs to do so practise that.
Yn cliwoo ghoym’s tra nee oyr orrym geam.,It’s the sword I’ll take when a cause calls me.
"Son caggey ta mee, dy hryal un cheayrt elley","I am for fighting, to attempt one more time"
"yn magher ’chosney, as cha bee’m er jerrey. ","to win the field, and I won’t be last in line."
Millaghyn d’ainlyn rish nyn lhiattee ta ,There are millions of angels at our side
"fo armyn sollys, waiteil er y traa","under gleaming arms, waiting for the time"
"yiow ad yn fockle, “March!” Jean mayd fajeil?   [705]","when they get the word, “March!” Will we fail?"
Orrin t’ad farkiaght. Cuin nee mayd leeideil?,It is us they are waiting for. When will we take the lead? 
Vel ny chentyn er vioghey wheesh nyn mree?   [706],Has the energy of the thunderbolts waned so much?
As t’ad nyn aallid! Nagh lhoys diu ryd erbee   [707] ,And they are our splendour! Do you not dare to
"y ghoaill ayns laue ver fea diu, shee, as aash? ","undertake something that will give you ease, peace, and rest?"
"yn boayl shoh ’hea, ny smassey ta na baase?   ",to flee this place that is worse than death?
"Shoh, shoh my choyrle. Lhig mayd nyn aggle woin,  ö [708] ","This, this is my advice. We shall cast off our fear,"
as ooilley torchagh Niurin trog mayd lhien  ý [709] ,and raise up with us all the torments of Hell 
"marish yn aile, as losht mayd ooilley roin.   ø ","together with the fire, and we shall burn all before us."
"Dorghys as geayghyn, gettyn loor as glash,    [710]","Darkness and winds, stout gates and locks,"
as cre erbee s’lhoys shassoo oï nyn gass    [711],and whatever dares oppose our foot
"nee tuittym roin. Ver mayd er Flaunys craa, ","will fall before us. We will make Heaven tremble,"
as tooryn Niau nee veih nyn mun chyndaa. ,and Heaven’s towers shall turn [over] from their foundations.
[Eisht] tilg mayd Niurin ghorghey stiagh ayns Niau    [712],Then we shall hurl dark Hell into Heaven
dy phlooghey’n taarnagh s’lhoys da magh y cheau,to smother the thunder that dares to cast out
nyn eiraght hene ta aashagh goit er niart.,our own inheritance that is easily recovered by force.
’S gyn dooyt nee’n thooa hene shassoo er nyn baart. ,And there’s no doubt the people themselves will support us.
"Choud’s ta shin shlearagh, oddagh shoh ve jeant,   [713]","While we are delaying, this could be done, "
"as myr ta shinyn nish, adsyn eisht ve plaiynt.  ","and as we are now, they then will be complaining. "
Ta eu my choyrle.’ ,You have my advice.’
,
Eisht Belial hass magh.    [714],Then Belial stood forth.
Agh foast e ghoan cha row cha eulyssagh ,Though his words were not as furious 
"as va goan Volock, agh fod’ s’foalsey v’eh,    [715]","as Moloch’s, yet he was far more deceitful,"
as myr shoh ren eh ’ghoan dy shliawin ’livrey. ,and thus he delivered his words insidiously. 
,
[BELIAL],[BELIAL]
"‘Ard-ainlyn ooasle, myr nagh vel mee noid","‘Noble archangels, though I am no lesser enemy "
"sloo noi ree Niau na Molock, lesh e stayd, ","against the king of Heaven than Moloch, with his state,"
dy ghreinnagh caggey; agh ta ’ghoan ayns bree,to provoke war; but his words in essence
ny smoo cur coyrle dooin dy reayll foast ayns shee ,"guide us rather to continue to maintain peace, "
—lheid y shee as t’ain— as gyn ventreil reesht ,—such peace as we have— and not to attempt again
"oï pooar cha niartal, lurg dooin ve cha brisht.","against a power so mighty, after our being so routed."
C’wooad share dooin geearree’n red nagh vow mayd choiee: [716],Would it be any better for us to desire a thing we shall never get:
Niau ’ghoaill er niart veih’n Ooilley-niartal Jee? ,to take Heaven by might from Almighty God?
"Roish my row shinyn, Jee va’n chied chummaltagh,","Before we existed, God was the first inhabitant,"
as e phossession chummys eh dy bragh.  [717],"and his possession, he will retain for ever."
Dy yannoo shen ta echey pooar dy liooar; ,"To do that, he has enough power;"
"Ooilley-niartal t’eh, as ta ’chreenaght mooar. ","he is all-powerful, and his wisdom is great."
"Erskyn nyn doilliu, yeeagh eh ’vieys dooin, ","Beyond what we deserve, he showed us his goodness,"
agh mooads e phooar ’s e chreenaght cheill eh wooin.  [718],but the extent of his power and wisdom he concealed from us.
"Er shoh dy beagh ain tushtey cairagh roïe,","Had we had true knowledge of it before,"
cha beagh shin foast er irree-magh ny oï. ,we would not have rebelled against him.
"Agh trooid e cheeayll wooar, hug eh dooin nyn reih ","But through his great intelligence, he gave us a choice"
"biallagh ve, as dy ghoaill leighyn veih.","to be obedient, and to accept laws from him."
"Er shen, maynrys va dy ve ain son faill,","For that, we were to have joy as our reward, "
"as fo e vac, nyn eiraght sthill y reayll. ","and, under his son, still to maintain our inheritance. "
"Agh foast my bare lhien ve neu‑viallagh,   ö [719]","But yet if we preferred to be disobedient,"
"as noi e haraghyn dy hassoo magh,  ý ","and to resist his commands, "
dy cairagh ta shin fo ’yymmoose dy bragh.  ø ,rightly we are subject to his eternal wrath.
"O, cre’n cooilleen oddys mayd nish y ghoaill ","Oh, what revenge can we take now"
ver lhiasagh dooin ayns cormys rish nyn goayl?    [720],that will give us recompense equal to our loss?
"Ynrican Niau yinnagh y coayl shen mie, ","Only Heaven would make that loss good,"
agh caillit te. Quoi s’lhoys eh ’chosney thie?   ,but it is lost. Who dares to win it back?
Tooryn ard Niau ta seyr sthill veih danjeyr   [721],The high towers of Heaven are ever safe from the danger
y noidys ainyn. T’ad freilt fo arrey gyere    [722],of our enmity. They are kept under keen watch
"d’ainlyn sollys, eillit lesh pooar nyn ree.    [723]","of brilliant angels, armed with the power of their king. "
Stoyl ard y rheam shen hassys shickyr choiee.,That high throne of that realm will stand fast evermore.
"Dy lhiaggal sheese eh, cha vod pooar erbee,    [724]","No power at all can knock it down,"
son t’eh ta soie ayn reill dy chooilley ree.    [725],for he who sits on it rules all kings.
Trooid cheeid y dorghys t’eshyn fakin nish   [726],Through the thickness of the dark he sees now
"ooilley nyn blottal, as cre ta shin mysh.     [727]","all our plotting, and what we are about."
"Jeh nyn goyrle cha vel eh agh jannoo craid, ","Of our consultation he makes merely a mockery,"
"son cres dy vrish’ eh, tushtagh t’eh jeh’n raad.   [728] [729]",for he is well aware of the means to ruin it.
"Dy goghe shin orrin nyn prussoon y vrishey, ","If we were to venture to break out of our captivity,"
"as jeh Niau reesht dy gheddyn agh un shilley,","and seek to get just one sight of Heaven again, "
wheesh shen dy eunys feer deyr chionnagh shin,we would buy that much pleasure very dearly
veih’n arrey armit ta soit er nyn skyn.,from the armed watch that is set above us.
Ta boltyn taarnee ec Jee foast ayns stoyr,God still has thunderbolts in store
as chentyn loshtagh guintagh wheesh as s’lioar,"and more than enough burning, painful lightning strikes"
"dy cheau nyn vud, ver torchagh foddey smoo","to hurl among us, that will bring far greater torment"
na ny plagueyn dowil ta shin dellal roo.,than the cruel pestilences we deal with.
Share eisht yn rheam shoh hene y ghoaill myr reih [730],It is better then to make this realm itself our choice
na chebbal reesht e ghloyr y chassey veih.,than to attempt again to wrest his glory from him. 
"Trooid surranse, pian hene dooghyssagh nee gaase [731]","Through endurance, pain itself will become natural "
"da’n dooghys ain, dy ymmyrk eh lesh aash.","to our nature, to bear without hardship. "
"Ain oddys treisht ve, fegooish greinnagh smoo,   [732]","Ours can be the hope, avoiding greater provocation,"
"dy jean corree’n noid, mooar nish, gaase ny sloo.","that the wrath of our enemy, now great, will grow less."
Millaghyn meeiley ta shin scughit veih.,We are removed millions of miles from him.
"Niau ass danjeyr wooin, nee e chorree lheie, ","Heaven out of danger from us, his anger will subside,"
as eisht trooid earish foddee’n cheeayll ain hene,and then through time our own wit may be able to
saase ’gheddyn magh ver dooin nyn reih cooilleen.,discover a method that will give us our choice revenge.
"Shoh’n choyrle ayms,’ dooyrt eh. ‘Lhig quoi saillish loayrt ","This is my advice,’ he said. ‘Let whoever [else] wishes speak "
"ec y voayrd ooasle, as coyrle s’fondee ’choyrt.’ ","at the noble table, and give sounder advice.’"
,
"Myr shoh goan Velial, ga lane dy phushoon,   [733] [734]","Thus Belial’s words, though full of venom,"
"son taitnys share, va coamrit lesh resoon. ","in favour of greater comfort, were clothed with reason. "
Ny lurg loayr Mamon. Dowilys v’ayns e eddin ,"After him spoke Mammon. Cruelty was in his face,"
as e ghlare gharroo baggyrt y chooid cheddin. ,and his rough language threatened just as much [as his face].
,
[MAMON],[MAMMON]
"‘Eddyr shegin dooin, my hiarnyn, goaill ayns laue  [735]","‘Either we must, my lords, undertake"
"cah barb y hroggal reesht son reeriaght Niau, ","to renew harsh war for the kingdom of Heaven,"
"yn ree mooaralagh t’ayn y imman magh,","to drive the proud king there out,"
"myr chie’n ree ain, roish shen cha vow mayd stiagh.","as our king was [driven out], or else we shall not get in."
"Shoh, ta mee gra, dy gerrit shegin ve jeant,","This, I say, must be done soon,"
nonney bee kied ain choiee nyn bian y phlaiynt.   [736],or else we will have leave evermore to complain of our punishment.
Agh treih alass! S’mie oddys fys ve ain,But alas and woe! We may as well acknowledge
nagh vel nyn maggyrt agh meer goan awane.   [737],that our threat is only a scrap of vain words.
Te wheesh nyn booar Niurin y hroggal seose ,It is as much in our power to raise up Hell
"gys raad ta Niau, as Niau y hilgey neose, ","to where Heaven is, and to cast down Heaven,"
as ta ny dooyrt mee ve dy bragh ec kione.   [738],as for what I just suggested ever to be brought to pass. [739]
"Choud as vees Niau as Niurin ny neesht ayn,","As long as Heaven and Hell both exist,"
"decree ta jeant nagh vod ve er ny vrishey,   [740]","a decree is made that cannot be broken,"
as cha nee keeayll dooin lheid dy bragh y hirrey. ,and it makes no sense for us ever to attempt such a thing. 
Agh cre dy jinnagh Jee foast geaishtagh rooin   [741],But what if God were still listening to us
"caaney pardoon, as trocair ’yeeaghyn dooin,  [742]","wailing for a pardon, and were to show mercy to us,"
er gialdyn noa jeh geill as biallys ,for a new promise of regard and obedience
son traa ry-heet? O nagh olk ghoghe shin rish   [743],"for the future? Oh, is it not evil that we would be accepting"
ve shirveish fo ree er t’ain wheesh dy feoh?   [744],to be serving under a king for whom we have so much hate?
"Nish ta shin chiarnyn, agh eisht veagh shin thooa.","Now we are lords, but then we would be plebs."
"She oï nyn aigney veagh shin goaill arrane,    [745]","It is against our will we would be singing,"
as oï nyn aigney genmys Jee nyn jiarn.,"and against our will, calling God our lord."
"Ayns shoh fajeil, reesht veagh shin tilgit magh ","Failing in this, again we would be cast out"
"myr y nah cheayrt, gyn reesht goit stiagh dy bragh. ","as for a second offence, never to be admitted again."
"Agh fo’n reill ainyn, jeh shen smoo vees soiagh,  [746]","But under our own dominion, the more that is acknowledged, "
"[eh] smoo nee olk, eh smoo nee ’vainstyr booiagh. [747]","it is that will do most evil, it is that will make its master most pleased."
"Dy eiyrt er olkys, as veih mie dy hea,","To follow evil, and to eschew good,"
"yn ayrn cooie ainyn, as she nyn gurrym eh, ","is our proper role, and it is our obligation,"
"er son nyn yannoo, ny foast son nyn loayrt.","for our action, or even for our talk."
"Cre wooads cha olk, cha lhiass dooin coontey ’choyrt, ","Of the extent of that evil, we need give no account. [748]"
Myr shen nyn aigney villish sthill vees ain.,Thus we will continuously have our sweet will.
"Bee shen hene aash dooin, cre dy wooads nyn bian.","That itself will be a relief for us, however great our suffering."
Eer aile as pian trooid traa nee gaase dooin dooie.  [749],Even fire and pain through time will become familiar to us.
Yn dorghys neesht vees gys nyn shilley cooie.    [750],"The dark, too, will be apt for our sight."
"Ny sodjey foast, my ghoys mayd yn coorse cair, ","Furthermore, if we follow the right course,"
"’sy rheam shoh yiow mayd palchey pearl as airh, ","in this realm we shall find plenty of pearls and gold,"
gaighyn argid as claghyn deyr dy liooar.,silver playthings and a deal of precious stones.
"Niau vees ad dooin, as bishee ad nyn gloyr. ","They will be [as] a Heaven for us, and will increase our magnificence."
