English,Manx
2 That thy way may be knowen upon earth : thy saving health among all nations.,2. Gy vod tdy ráỳds ve er fyss er y talw : tdy laint sawáyl masky ny natiẃnyn wlly.
"3 Let the people praise thee, O God : yea, let all the people praise thee.","3. Ligg e yn pobyl us y volly, O Iíh : gy jarw, ligg e yn pobyl wlly us y volley."
"4 O let the nations rejoyce & be glad, for thou shalt judge the folke righteously : and governe the nations upon earth.","4. O ligg dy ny hatiẃnyn bogey y goyl as vé gannòil : erson ni us yn slyei y vrẃinys gy káyr, as ny hatiẃnyn y réyl er y talw."
"be glad, ... righteously : and] 1636, 1660, 1662 be glad : ... righteously, and",
"5 Let the people praise thee, O God : let all the people praise thee.","5. Ligg e yn pobyl us y volley, O Iíh : ligg e yn pobyl wlly us y volley. "
"6 Then shall the earth bring foorth her increase : and God, even our owne God, shall give us his blessing.","6. Eish níi yn talw y hóyrt magh y bishagh héyn : as ver Jíh, gy jarw yn Jih ain héyn, gẃiniyn y vanaght."
,
7 God shall blesse us : and all the ends of the world shall feare him.,7. Níi Jih shwiniyn y vánaghy : as gowi kíin yn týyl wlly agyl roi-syn.
,gowi] ms. gowgi
,
The xiii. day.,Yn xiii. la.
Morning prayer.,Aryn.
Exurgat Deus. Psal. 68. ,Exvrgat Deus. psal. 68.
"Let God arise, and let his enemies bee scattered : let them also that hate him, flee before him.","1. Ligg e Jíh girri, as ligg e y noidjyn vé er nan skéyly : ligg awsyn níist ta dẃoi àck ersyn ’etlagh roisyn."
"2 Like as the smoke vanisheth, so shalt thou drive them away : and like as waxe melteth at the fire, so let the ungodly perish at the presence of God.","2. Mar ta yn jéagh kéyf, marshen ymmanyt us áydsyn er shíẁl : as mar ta kéyr liey ag yn aínil, marshen ligg e yn niaw ghrawi vé er nan gwr mów ayns fénish Iíh."
,ligg e] ms. lig
3 But let the righteous be glad and rejoyce before God : let them also be merie and joyfull.,3. As ligg e yn slyei kayragh ve gannoil as bogey y goyl feanish Jíh : ligg ’awsyn níist vé gannoil as bogyl.
"4 O sing unto God, and sing praises unto his Name : magnifie him that rideth upon the heavens as it were upon an horse; praise him in his Name, yea, and rejoyce before him.","4. O gowigi oráyn dy Iíh, as molligi y enym rish oráyn : gloŕigi eshyin gy mẃar ta márkiaght er ny neawaghyn, mar veagh é er kapyl; molligi eshyn ayns y enym, gy jarw, as gowigi bogey na ’iénishyn. "
"Name, yea,] 1703 Name, Jah",
"5 He is a father of the fatherlesse, and defendeth the cause of the widowes : even God in his holy habitation.","5. T’ é na áer d’ yn ghlawn gyn áer : as t’ e fríal kẃishyn ny mẏnáyn tréagh, gy jarw Jíh ayns y ynyd vághe kasserick."
"6 He is the God that maketh men to bee of one minde in an house, and bringeth the prisoners out of captivitie : but letteth the runnagates continue in scarcenesse.","6. She eshyn yn Jíh ta toyrt er déne dy vé d’ yn agney ayns těi, as tóyrt ny kapi magh as kapy : agh ligg e ny siẃlaghanyn fannaghtyn ayns genid."
,
"7 O God, when thou wentest foorth before the people : when thou wentest thorow the wildernesse;","7. O Iíh, nar ghái us magh réỳfs yn phobyl : nar ghái us tréỳfd yn ’ásygh;"
"8 The earth shooke, and the heavens dropped at the presence of God : even as Sinai also was mooved at the presence of God, which is the God of Israel.","8. Ghrei yn talẃ, as hill ny neawaghyn ag fénish Iíh : gy jarw mar vá Seinái níist er glýasagh ag feanish Iíh, she ta Jih Eisrael. "
which is] 1662 who is,
"9 Thou, O God, sentest a gracious raine upon thine inheritance : and refreshedst it when it was wearie.","9. Tá us, O Iíh, toyrt flaghey grasóil er t’ éirys : as dwrri ẃ é nar v’ é skíe."
"10 Thy Congregation shall dwell therein : for thou, O God, hast of thy goodnesse prepared for the poore.","10. Níi tdy heshiaght vaghey aynshen : erson ta us, O Iíh, dy tdy véìys ern’ arlaghy é ghon ny moght. "
11 The Lord gave the word : great was the company of the Preachers.,11. Hwgg yn Chiarn yn gẃ : smẃar va shessaght ny bréchéryn.
12 Kings with their armies did flee and were discomfited : and they of the houshold divided the spoile.,"12. Ren Riaghyn rish nan shessaghtyn kagoil ché, as v’ áyd er [nan] gwrr ergẃl : as aydsyn d’ yn teíus,[140] ren áyd y ghréagh."
"13 Though ye have lien among the pots, yet shall ye bee as the wings of a Dove : that is covered with silver wings, and her feathers like gold.","13. Gy ta shiu er ly̌i masky ny pwitch, fóyst bíi shiu mar skeányn kalmáyn : ta kẃdit rish skeányn argid, as y feadjaghyn kasly rish áyr."
14 When the Almightie scattered Kings for their sake : then were they as white as snow in Salmon.,14. Trá skýyl yn wlly gniartoil ríaghyn er-nan-son-syn : eis v’ áyd ghó gìál as snaghty ayns Salmon.
"15 As the hill of Basan, so is Gods hill : even an high hill, as the hill of Basan.","15. Mar knock Vasan, marshen ta knock Iíh : gy jarw knock ard, mar knock Vasan."
"16 Why hop ye so ye high hils? this is Gods hill, in the which it pleaseth him to dwell : yea, the Lord will abide in it for ever.","16. Kamma vel shiu liem marshen, shiusse ghnwick ardy? she sho knock Iíh, aynshen va eshyn bwiagh dy vaghy : gy jarw, fwrri yn Chiarn áyn erson gybrágh."
,va] ms. ve
"17 The charets of God are twenty thousand, even thousands of Angels : and the Lord is among them, as in the holy place of Sinai.","17. Ta fiéninyn[141] kage Iíh fíid twsányn, gy jarw twsányn d’ aínilyn : ta yn Chiarn nan masky-syn, mar ayns yn ynyd kasserick dy Heinai."
,yn ynyd] ms. ym ynyd
"18 Thou art gone up on high, thou hast led captivitie captive, and received gifts for men : yea, even for thine enemies, that the Lord God might dwell among them.","18. Tow er nol sýas gy hárd, tow er lidjéel kapy na ghimmi, as ern góyl giwtyn erson déne : she, gy jarw erson tdy nóidjyn, gy vodagh yn Chiarn Jih vaghey nan masky-syn."
,er nol] ms. er’ nol
"19 Praised bee the Lord dayly : even the God which helpeth us, and powreth his benefits upon us.","19. Mollit gy row yn Chiarn gygh lá : gy jarw Jíh ta kwney leiniyn, as dýyrty y hórtyssyn mei orwiniyn."
which] 1662 who,hórtyssyn] ms. hórtyffyn
"20 He is our God, even the God of whom commeth salvation : God is the Lord, by whom we escape death.","20. Shé eshyn nan Iíh, gy jarw yn Jíh iê ta sawálys chíit : she Jih yn Chiarn, liórish ta shwin shaghnéy báas. "
,
21 God shall wound the head of his enemies : and the hairie scalpe of such a one as goeth on still in his wickednesse.,21. Lotti Jíh kian y nóidjyn : as mwlagh fwilt kian léid yn anáyn as ta shíir gimmiáght ayns y pheky.
"22 The Lord hath said, I will bring my people againe, as I did from Basan : mine owne will I bring againe, as I did sometime from the deepe of the Sea.","22. Ta yn Chiarn ern’ rá, verrym my phobyl ríist, mar ren mi vei Basan : my lyei héyn verrym riist, mar ren mi kýyrt dy row vei diyfnid yn ’argey."
23 That thy foot may be dipped in the blood of thine enemies : and that the tongue of thy dogs may bee red through the same.,23. Gy vod tdy ghass ve erna hẃmmy ayns fwil tdy nóidjyn : as gy vod chiange dy vodi vé jarge[142] tryid shen.
"24 It is well seene, O God, how thou goest : how thou my God and King goest in the Sanctuary.","24. S’ mei t’ é erna ackyn, O Iíh, kyns ta us gimiaght : kyns ta us, my Íih as ríi, gimiaght ayns yn ynyd ghasserićk."
"25 The singers goe before, the minstrels follow after : in the middest are the damosels playing with the timbrels.","25. Ta ny fy̌ir oráyn gol roi, ny mynstrélyn géìyrts na yre : ayns yn véan ta ny mynáyn aǵy klwi rish ny teimpanyn. "
"26 Give thankes, O Israel, unto God the Lord in the Congregations : from the ground of the heart.","26. Kwr bwias, O Eisrael, dy Iíh yn Chiarn ayns ny shessaghtyn : vei diyfnid yn ghri."
"27 There is little Benjamin their ruler, and the princes of Juda their counsaile : the princes of Zabulon, & the princes of Nephthali.","27. Aynshen ta Benjamyn beg nan fer réel, as ríiaghyn Juda nan gowrle : kanẃrti Zabulon, as kanwrti Nepthali."
,
"28 Thy God hath sent foorth strength for thee : stablish the thing, O God, that thou hast wrought in us,","28. Ta dy Iíh er doyrt magh gniart dwitch : gniarti yn red, O Iíh, ta us erna obraghy aynnyniyn,"
29 For thy Temples sake at Hierusalem : so shall Kings bring presents unto thee.,29. Erson grayi tdy hampyl ag Jeriusalem : marshen ver ríaghyn toyrtyssyn dwitch.
"30 When the company of the spearemen, and multitude of the mighty are scattered abroad among the beastes of the people (so that they humbly bring pieces of silver :) and when he hath scattered the people that delight in warre;","30. Tra ta shessaght ny déne sléy, as ymmydi dy geney láidjer er nan skély er lied masky běin yn phobyl, marshen gy vel ayd gy hishyil toyrt liéw pisyn d’ argyd : as nar t’ e er skely yn slyei ta agne ack ayns kagey; "
31 Then shall the princes come out of Egypt : the Morians land shall soone stretch out her hands unto God.,31. Eish higg ny kianẃrtyn magh as Éjipt : shini gy lýe talw Vorian y lawyn magh gys Jíh.
"32 Sing unto God, O ye kingdomes of the earth : O sing praises unto the Lord;","32. Gowji orayn gys Jih, O shiuss ririaghtin yn tallw : O gowji orayn dy voallaghin gys yn Chiarn;[143]"
,chiarn] ms. chairn
"33 Which sitteth in the heavens over all from the beginning : lo, he doth send out his voice, yea, & that a mighty voice.","33. Ta sy̌ei ayns ny neawaghyn harrish wlly vei yn toshiagh : jéagh, t’ é tóyrt magh y ghorá, gy jarw, as shen korá gníartoil."
Which] 1662 Who,
34 Ascribe ye the power to God over Israel : his worship and strength is in the cloudes.,34. Kwrrigi pẃer dy Iíh harrish Éisrael : ta y ammys as y gniart ayns ny bojalyn.
"35 O God, wonderfull art thou in thy holy places : even the God of Israel, hee wil give strength and power unto his people; blessed be God. ","35. O Iíh, toẃs layn iéntysagh ayns t’ yn̄yd kasserick : gy jarw Jíh Eisrael, ver eshyn gniart as pẃer da phobyl. Báníit gy row Jíh."
,
The xiii. day. ,Yn xiii. la.
Evening prayer.,Aspyrt.
Saluum me fac. Psal. 69.,Saluum me fac. psal. 69.
"Save mee, O God : for the waters are come in, even unto my soule.","1. Sáw mi, O Iíh : erson ta ny hwyskaghyn er jíit schiagh, gy jarw gys my anym. "
"2 I sticke fast in the deepe myre, where no ground is : I am come into deepe waters, so that the floods runne over me.","2. Ta mi sy̌it sickyr ayns y láygh dow̌in, yn ynyd nagh vel veg y talw : ta mi er jít ayns wiskaghyn dowin, marshen gy vel [ny] twyllaghyn ry̌i harrym."
3 I am weary of crying; my throat is dry : my sight faileth mee for waiting so long upon my God.,"3. Ta mi skíi d’ émaght, ta my skorniagh chirym : ta my hilliy dy my hoyrt nayrde erson farkiaght ghowd er my Iíh."
,my skorniagh] ms. mi skorniagh; my hilliy] ms. mi hilliy
"4 They that hate mee without a cause, are moe then the haires of my head : they that are mine enemies, and would destroy me guiltlesse, are mighty.","4. Aydsyn ta dẃoi ack ořryms gyn óyr, t’ ayd naslí na renagyn my ghinn : ta aydsyn ta my nóidjyn, as balliesh my strẃiěl niawghientagh, gniartoil."
"5 I payd them the things that I never tooke : God, thou knowest my simplenes, and my faults are not hid from thee.","5. Jík mi daw ny rydyn nagh gow mi riǔ : Iíh, sáwn dwich my iírid[144] gyn loght, as gha vel m’ ’óilchyn fallíit voidj. "
"6 Let not them that trust in thee, O Lord God of hosts, be ashamed for my cause : let not those that seeke thee be confounded through me, O Lord God of Israel.","6. Na ligg dáw ta treistéel ǎnyds, O Hiarn Jíh ny shessaghtyn, ve nayragh erson my ghwisys : na ligg dawsyn ta dy tdy hyrrys vé er nan nayraghy troyms, O Hiarn Iíh Eisrael."
,ghwisys] ms. ghwisyns
7 And why? for thy sake have I suffred reproofe : shame hath covered my face.,7. As kamma? er tdy hons ta mi er vwllaghtyn aghsyn : ta nayre er gwdaghy m’ edyn.
8 I am become a stranger unto my brethren : even an aliant unto my mothers children.,"8. Ta mi mar dwyney jori dy my vraeraghyn : gy jarw, mar dwyney qwéagh dy ghlawn my váyry."
,dwyney jori] ms. dyney jori
"9 For the zeale of thy house hath even eaten me: and the rebukes of them that rebuked thee, are fallen upon me.",9. Erson ta grayi che dy tdy hei gy jarw er m’ íi : as ta [ny] haghsanyn acksyn hwg aghsyn dw̌ich er dwitchym orryms.
,dy tdy hei] ms. y dy hei
"10 I wept, and chastened my selfe with fasting : and that was turned to my reproofe.",10. Ren mi kwo as smaghti mi mi héyn rish trosky : as va shenn erna hyndá gys m’ ághsan.
11 I put on a sackcloth also : and they jested upon me.,11. Hwg mi aynrit sack ymmẃm níist : as ren ayd knaid ymmẃm. 
,sack ymmẃm] ms. sack ymmẃn
12 They that sit in the gate speake against mee : and the drunkards make songs upon me.,12. Ta aydsyn ta sěi ayns y iat lóyrt m’ ýois : as ta ny déne meskoil janw oranyn orryms.
"13 But Lord, I make my prayer unto thee : in an acceptable time.","13. Agh, Hiarn, ta mi janw my phaidjer hẃỳds : ayns ierish bẃiasoil."
"14 Heare me, O God, in the multitude of thy mercie : even in the trueth of thy salvation.","14. Klwyn mi, O Iíh, ayns ymmydi dy tdy vyghin : gy jarw ayns firrinys tdy hawálys."
"15 Take me out of the myre, that I sinke not : O let me bee delivered from them that hate mee, and out of the deepe waters.","15. Gow mi magh as y láygh, nagh biym er my váyg[145] : O Iíh, lig dow ve er my lifré vowsyn ta dwoi ack orrym, as ass ny hwyskaghyn dowin."
,váyg] ms. váyr
"16 Let not the water flood drowne mee, neither let the deepe swallow me up : and let not the pit shut her mouth upon me.","16. Na ligg d’ yn twilliw wysky mish y váyg, namẃ ligg d’ yn díyfnid my lwgge sýas : as na lig d’ yn lagg y béal y iei orryms."
"17 Heare me, O Lord, for thy loving kindnesse is comfortable : turne thee unto mee, according to the multitude of thy mercies.","17. Ést rwyms, O Hiarn, erson ta tdy gheindylys grayióil gyrjwill : chyndá us hwyms nyre ymmydi dy tdy hrokeryn."
"18 And hide not thy face from thy servant, for I am in trouble : Oh haste thee, and heare me.","18. As na falli t’ edyn vei tdy hyrváynt, erson ta mi ayns syaghyn : O jean seir as klwyn mí."
,
"19 Draw nigh unto my soule, and save it : Oh deliver me, because of mine enemies.","19. Tarn argere [dy] m’ anym, as saw e : ó lifrée mish erson my nóidjyn."
"20 Thou hast knowen my reproofe, my shame, and my dishonour : mine adversaries are all in thy sight.","20. Bawn dwit m’ aghsan, my náyre, as my niaw onéyr : ta my noidjyn wlly ayns tdy hilliy."
"21 Thy rebuke hath broken my heart; I am full of heavinesse : I looked for some to have pitie on me, but there was no man, neither found I any to comfort me.","21. Ta tdy náyre er mrishie my ghri, ta mi layn dy hrimshey : iagh mi erson anáyn egnagh dy goyl tréyi jíim, agh gha row dwney erbi, ghamẃ fóyr mi anáyn dy my gyrjaghy."
,tréyi] ms. tréy
"22 They gave me gall to eate : and when I was thirstie, they gave me vineger to drinke.","22. Hwgg áyd dǒw gàll dy íi : as trá va mi páa, hwgg ayd dow phien gér dy íif."
"23 Let their table bee made a snare to take themselves withall : and let the things, that should have bene for their wealth, be unto them an occasion of falling.","23. Ligg e nan moỳrd ve erna ianw na rìbbey dan góyl heyn rish : as ligg e ny redyn leshaght y ve ghon nan mei, ve dawsyn ǒyr dy hwitchym. "
24 Let their eyes bee blinded that they see not : and ever bow downe their backs.,"24. Ligg e nan sẃilyn ve er nan ’ally, nagh vaick áyd : as gybragh krẃmm us[146] shiis nan ’rymmyn."
"bow downe] 1562, 1662 bow thou down",
25 Powre out thine indignation upon them : and let thy wrathfull displeasure take hold of them.,25. Dýart magh tdy iẃmẃiys orǐusyn : as ligg e tdy ghorri jumẃìsagh gryem y góyl orrǐusyn.
26 Let their habitation be voyd : and no man to dwell in their tents.,26. Ligg e nan ienyd vaghi ve pháys : as gyn dẃney erbi dy vaghey ayns nan gábanan.
27 For they persecute him whom thou hast smitten : and they talke how they may vexe them whom thou hast wounded.,27. Erson t’ ayd dy eiỳert-syn gy rẃnagh ta us erna voally : as t’ áyd taglw kyns ’odys áyd aydsyn y hyaghy ta us erna lotty.
28 Let them fall from one wickednesse to another: and not come into thy righteousnesse.,28. Ligg ’áẁ twitchym vei yn pheky gys peky elley : as na chíit gys dy ghayrys.
29 Let them be wiped out of the booke of the living : and not be written among the righteous.,29. Ligg ’aŵ ve er nan glanny magh as liór yn klěi víò : as gyn ve er nan skriw masky yn klyěi ghayragh.
,
"30 As for mee, when I am poore and in heavinesse : thy helpe, O God, shall lift me up.","30. As er my hons, nar ta mi boght as ayns trimshey : trogi tdy ghẃynys, O Iih, mish sýas."
31 I will praise the Name of God with a song : and magnifie it with thankesgiving.,31. Mollym enym Iíh rish oráyn : as níìms e gy mẃar y glóyraghy rish toyrt bẃias.
"32 This also shall please the Lord : better then a bullocke, that hath hornes and hoofes.",32. Níi shó níist yn Chiarn y vẃias : na sháyr na gaẃn[147] ag vel eyrkyn as íngnyn.
,
"33 The humble shall consider this, and be glad : seeke yee after God, and your soule shall live.","33. Ni ny déne míin smẃnaghtyn er shó, as bi áyd gannoil : shyrrigi nyre Iíh, as bíi nan anym bíò."
34 For the Lord heareth the poore : and despiseth not his prisoners.,34. Erson ta yn Chiarn klastchen ny moght : as gha vel é seiaghy begg da ghimmi.
35 Let heaven and earth praise him : the sea and all that mooveth therein.,35. Ligg e neaw as talw eshyn y volley : yn fargy as wlly ta glyasaght aynshen.
"36 For God will save Sion, and build the cities of Juda : that men may dwell there, and have it in possession.","36. Erson sawi Jih Seion, as trogi é ballaghyn Iuda : gy vod déney vaghey ayn shen, as y geadthyn ghon eíỳrys é."
37 The posteritie also of his servants shall inherit it : and they that love his Name shall dwell therein.,37. Bíi e na éìrus ag slwght dy herváyntyn níist : as ní aydsyn shyney lesh y enymsyn vaghey aynshen.
,
,
Deus in adiutorium. Psal. 70.,Deus in adiutorium. psal. 70.
"Haste thee, O God, to deliver me : make haste to helpe me, O Lord.","1. Jean us séìr, O Iíh, dy mi lifré : jean séìr dy ghẃney láym, O Hiarn."
,my] ms. mi
2 Let them be ashamed and confounded that seeke after my soule : let them bee turned backward and put to confusion that wish me evill.,"2. Ligg ’awsyn vé er ’an náyraghy as er nan gwrr mow ta shyirre nyre m’ anym : ligg ’awsyn ve er nan jyndá góyr ’an rommy, as er nan doyrt gys náyre ta sowlaghy olk dwys."
,gwrr] ms. ghwrr
"3 Let them for their reward be soone brought to shame : that cry over me, There, there.","3. Ligg ’awsyn erson nan lúagh vé gy lúa er nan doyrt gys nare : ta gemagh harryms, shen, shen."
,
"4 But let those that seeke thee, be joyful and glad in thee : and let all such as delight in thy Salvation, say alway, The Lord be praised.","4. Agh ligg ’awsyn wlly ta dy [tdy] hyiřrys vé bogoil as ganoil ay̌nyds : as ligg e wlly leidj as ta agney ack ayns tdy hawálys, y grá gybragh, molley d’ yn Chiarn."
"those 1605, 1660] 1599, 1636, 1662 all those",
"5 As for mee, I am poore and in miserie : haste thee unto me, O God.","5. As er my hons, ta mi boght, as ayns trýei : jean us seir hwyms, O Iíh."
"6 Thou art my helper and my Redeemer : O Lord, make no long tarying.","6. She us m’ er kẃni, as m’ er kani ríist : O Hiarn, na jean vegg y fwrriagh fodey."
,ríist] ms. níist
,
The xiiii. day.,Yn xiiii. la.
Morning prayer.,Ayryn.
"In te, Domine, speraui. Psal. 71.",In te Domine speraui. psal. 71.
"In thee, O Lorde, have I put my trust, let mee never be put to confusion : but rid me, and deliver mee in thy righteousnesse, encline thine eare unto mee, and save me.","1. Ǎnyds, O Hiarn, ta mi er doyrt my hreistéel, na ligg doŵ gybragh ve er my hóyrt náyre : agh rei[148] mí, as lifré mí ayns tdy ghayrys; krom tdy ghlúesh hẃỳms, as saw mí."
"2 Be thou my strong hold, whereunto I may alway resort : thou hast promised to helpe mee, for thou art my house of defence, and my castle.","2. Bíi us m’ ynyd laidjer, gys ’odym goni gól : tow ern’ gnialtyn dy ghwyney láỳm, erson she us my hy̌i friali as my ghastyl."
,
"3 Deliver mee, O my God, out of the hande of the ungodly : out of the hand of the unrighteous and cruel man.","3. Lifré mi, O my Iíh, magh as láw yn niawghrawi : as law yn dwyney niawghayragh as dew̌il."
,dwyney] ms. dyney
"4 For thou, O Lord God, art the thing that I long for : thou art my hope, even from my youth.","4. Erson she us, O Hiarn Jíh, yn red ta mi góyl fódiaght er y hon : she us my hreistéel, gy jarw vei my ágid."
5 Through thee have I bene holden up ever since I was borne : thou art hee that tooke me out of my mothers wombe; my praise shal be alway of thee.,5. Trowyds vá mi er my ghwmmell shúas ríù ada rwgg mi : she us eshyn gow mi magh as bren my váyre; bíi my volly gybragh j́ids.
alway] 1636 alwayes,
6 I am become as it were a monster unto many : but my sure trust is in thee.,6. Ta mi er jít mar veagh e ientyss dy ymmydi : agh ta my hreisteel ay̌nyds.
"7 O let my mouth be filled with thy praise : that I may sing of thy glory and honour, all the day long.",7. O ligg e my véal vé erna liány rish tdy volly : gy voddym oráyn y góyl dy tdy glóyr as óneyr fei yn lá.
8 Cast mee not away in the time of age : forsake me not when my strength faileth me.,8. Na tilg mi er shiul ayns iérish my yesh : ná tréyg mi nar ta my gniart dy my hoyrt náyrdé.
"9 For mine enemies speake against me, & they that lay waite for my soule, take their counsell together, saying : God hath forsaken him; persecute him, and take him, for there is none to deliver him.","9. Erson ta my noidjyn lóyrt m’ ýoi, as aydsyn ta farkiaght er m’ anym, góyl an gowrley kẃjaght, grá : ta Jih erna hregael-syn, eigyrgi gy holk é, as gowigi é, erson gha vel anáyn da lifrée."
"10 Go not farre from me, O God : my God, haste thee to helpe me.","10. Na gow fodey vóỳm, O Iíh : my Iíh, jean us séir dy ghwyney láym."
"11 Let them bee confounded and perish, that are against my soule : let them bee covered with shame and dishonour, that seeke to doe me evil.","11. Ligg ’awsyn vé er ’an doyrt gys náyre as er an gwr moẃ, ta nýei m’ anym : ligg ’aw ve er ’an gwdaghy rish náyre as niaw onyr ta shyr̀re dy ianw olk dẃys."
"12 As for mee, I will patiently abide alway : and will praise thee more and more.","12. As er my hons, níìm farkiaght gy míin gybrágh : as mollym us nasmw as nasmw."
13 My mouth shall dayly speak of thy righteousnes and salvation : for I know no ende thereof.,13. Lóyri my véal gygh lá dy tdy gháyrys as hawálys : erson gha náùn dow kian erbi j́è.
14 I will goe forth in the strength of the Lord God: and wil make mention of thy righteousnesse onely.,14. Hiêms magh ayns gniart yn Chiarn Jih : as lóyryms dy tdy gháyrys nolymarkan.
"15 Thou, O God, hast taught mee from my youth up untill now : therefore will I tell of thy wonderous workes.","15. Ta us, O Iíh, er my ynsaghey vei m’ ágid shuas naggedere nish : shennyfá iínshiym dy t’ obraghyn ientysagh."
"16 Forsake me not, O God, in mine old age, when I am gray headed : until I have shewed thy strength unto this generation, and thy power to all them that are yet for to come.","16. Na tréyg mi, O Iíh, ayns my henn ýesh, nar ta my ghian liêy[149] : naggydere víim ern’ iághyn tdy gniart d’ yn shilógh shó, as tdy phwer dáẁsyn wlly ta fóyst rá híìt."
,
"17 Thy righteousnesse, O God, is very high : and great things are they that thou hast done, O God, who is like unto thee?","17. Ta tdy gháyrys, O íih, fíir áyrd : as smẃar ny redyn shen ta us erna ianw, O Iíh; quei ta kasly rẃỳts?"
"18 O what great troubles and adversities hast thou shewed me, and yet diddest thou turne & refresh me : yea, and broughtest me from the deepe of the earth againe.","18. O kré ny sýaghyn mẃary, as boghtanys ta us erna iághyn dẃỳs? as fóost ren ẃ chyndá, as dẃri ẃ mi : as hwgg ẃ mi vei dẏfnid yn talw ríist."
,ny sýaghyn] ms. yn sýaghyn; dẃri ẃ] ms. dẃriw ẃ
19 Thou hast brought me to great honour : and comforted me on every side.,19. Ta us er my hoyrt gys oneyr vẃar : as er my gyrjaghey er gygh wn cheyf.
,
"20 Therefore will I praise thee and thy faithfulnes, O God, playing upon an instrument of musicke : unto thee will I sing upon the harpe, O thou holy one of Israel.","20. Shennyfá vollym us as t’ irrinys, O Iíh, klw̌i er grei dy vínníys : hẃỳds goym oráyn er y krwit, ó, us anáyn ghasserićk dy Eisrael."
,
21 My lips will be faine when I sing unto thee : and so wil my soule whom thou hast delivered.,21. Bíi my veliyn gannoil tra góym oráyn dwich : as marshen víis m’ anym ta us erna lifré. 
,
22 My tongue also shall talke of thy righteousnes all the day long : for they are confounded and brought unto shame that seeke to do me evill.,"22. Nii my hiange níist taglw dy tdy gháyrys féi yn lá liáur : erson ta áydsyn er an gwrr mow as er nan doyrt gys náyre, ta sheirre dy ianw olk dŵys."
,
,
,
"Deus, iudicium. Psal. 72.",Deus judicium. psal. 72.
"Give the King thy judgements, O God : and thy righteousnesse unto the Kings sonne.","1. Kwrr tdy vrẃynys d’ yn ríi, O Iíh : as tdy gháyrys dy vack yn ríi."
2 Then shall he judge the people according unto right : and defend the poore.,2. Eish níi eshyn yn pobyl y vrẃinys nýre káyr : as yn boght y ríal.
the people] 1662 thy people,
3 The mountaines also shall bring peace : and the litle hilles righteousnes unto the people.,3. Ver ny knwick níist shí : as ny knwick begy káyrys gys y phobyl.
"4 He shall keepe the simple folke by their right : defende the children of the poore, and punish the wrong doer.","4. Friáli é yn sly̌i gyn loght liórish ’an gáyr : friali é klawn ny moght, as níi e yn dwyne ta janw agáyr y gheraghy."
,klawn] ms. ghlawn; y gheraghy] ms. é gheraghy
"5 They shall feare thee, as long as the Sunne and Moone endureth : from one generation to another.","5. Gowi áyd agyl j́ìds, ghowd as níi yn grían as yn éask farraghtyn : vei yn shilógh gys shilógh elle."
,Gowi] ms. Gowigi
6 He shall come downe like the raine into a fleece of wooll : even as the drops that water the earth.,6. Higg é núas mar yn flaghy ayns lomry ólly : gy jarw mar ny báìnyn ta gwiskaghy yn talw.
,flaghy] ms. slaghy
"7 In his time shall the righteous flourish : yea, and abundance of peace, so long as the Moone endureth.","7. Ayns y iérishyn níi yn slyei kayragh bláy : gy jarw, as ymmydi dy híi, ghowd as níi yn éask faraghtyn."
8 His dominion shal be also from the one sea to the other : and from the flood unto the worlds ende.,8. Bíi y réelsyn níist vei yn argey gys fargey elle : as vei yn twylly gys kian yn týyl.
9 They that dwell in the wildernesse shall kneele before him : his enemies shall licke the dust.,9. Níi áydsyn ta vaghey ayns yn aysnyght sliaghty réefsyn : líi y nóidjyn yn ẃeir.
10 The Kings of Tharsis and of the Iles shall give presents : the Kings of Arabia and Saba shall bring gifts.,10. Ver ríiaghyn ’Harsys as nyn Ellanyn giwtyn : ver riaghyn Arabia as Saba owrelyn.
11 All Kings shall fall downe before him : all nations shall doe him service.,11. Twitchi gygh wlly ríi shíis na ienyssyn : nii gygh wlly atiẃyn shyrvéès dasyn.
"12 For he shal deliver the poore when he crieth : the needie also, and him that hath no helper.","12. Erson lifréi e yn boght nar tê gémagh : yn fer ymmyrtsagh níist, as eshyn nagh vel fer kwney erbí agge."
13 He shall bee favourable to the simple and needie : and shall preserve the soules of the poore.,13. Bii é foróil dyn sly̌ei gyn loght as ymmyrtsagh : as friali e anmyniyn ny moght.
14 He shall deliver their soules from falshood and wrong : and deare shall their blood be in his sight.,14. Lifréi é nan anmyniyn vei falsyght as agáyr : as bíi nan vwil dyar ayns y hilliy.
"15 He shall live, and unto him shall be given of the gold of Arabia : prayer shall be made ever unto him, and dayly shall he be praised.","15. Bíi e bíò, as dásyn víis erna hoyrt dy áyr Arabia : bii paidjer erna ianw gybragh dâsyn, as gygh lá viis eshyn erna volly. "
"16 There shall bee an heape of corne in the earth, high upon the hils : his fruit shall shake like Libanus, and shall bee greene in the Citie, like grasse upon the earth.","16. Bíi dash d’ ařrw ayns y talw, ayrd er ny knwick : níi y veass krá mar Libanys, as bii e úỳne[150] ayns yn ayrd valley, mar féyr er y talw. "
17 His Name shall endure for ever; his Name shall remaine under the Sunne among the posterities : which shall be blessed through him; and all the heathen shall praise him.,"17. Níi y ’enym farraghtyn erson gybrágh, bíi y enym er mayrn fẃo yn grían masky ny shiloghyn : víis er nan managhy tréyfd-syn, as níi wlly ny hangristíin eshyn y volly."
